name,vintage,type,score,prediction,difference
Altesino Brunello di Montalcino,2011,brunello,92,90.569290.5,1.430710.5
Il Poggione Brunello di Montalcino,2011,brunello,93,91.206390.5,1.793610.5
Bodega Cuarto Dominio Tolentino Winemaker's Selection Malbec,2014,malbec,91,89.157074.5,1.842926.5
Casarena Jamilla's Vineyard Malbec,2012,malbec,90,89.724983.5,0.275017.5
Frescobaldi Castelgiocondo Brunello di Montalcino Riserva,2009,brunello,94,93.844864.5,0.155136.5
Caparzo Brunello di Montalcino,2012,brunello,91,89.827423.5,1.172577.5
Luigi Bosca Malbec,2013,malbec,92,89.182213.5,2.817787.5
Finca El Origen Reserva Malbec,2015,malbec,90,89.012489.5,0.987511.5
Bodegas Y Vinedos O. Fournier Urban Uco Malbec,2014,malbec,90,88.957985.5,1.042015.5
Belasco de Baquedano Llama Malbec,2015,malbec,92,89.052307.5,2.947693.5
Zuccardi Q Malbec,2014,malbec,92,89.236717.5,2.763283.5
Argiano Brunello di Montalcino,2011,brunello,93,90.449837.5,2.550163.5
Camigliano Brunello di Montalcino,2011,brunello,93,90.410019.5,2.589981.5
Ruca Malen Terroir Series Malbec,2013,malbec,91,89.261848.5,1.738152.5
Casarena Lauren's Vineyard Malbec,2012,malbec,92,90.242630.5,1.757370.5
Don Rodolfo Malbec,2015,malbec,90,89.012489.5,0.987511.5
Ricardo Santos Malbec,2014,malbec,90,89.196899.5,0.803101.5
La Serena Brunello di Montalcino Riserva Gemini,2007,brunello,97,91.744926.5,5.255074.5
Casanova di Neri Brunello di Montalcino Tenuta Nuova,2011,brunello,94,91.684212.5,2.315788.5
Antucura Malbec,2015,malbec,91,89.211586.5,1.788414.5
Molino di Sant'Antimo Brunello di Montalcino VARCO 84,2010,brunello,93,89.798050.5,3.201950.5
Caparzo Brunello di Montalcino,2011,brunello,93,89.733101.5,3.266899.5
MAAL Biutiful Malbec,2014,malbec,90,89.236717.5,0.763283.5
Camigliano Gualto Brunello di Montalcino Riserva,2010,brunello,96,92.585350.5,3.414650.5
Ciacci Piccolomini d'Aragona Brunello di Montalcino,2011,brunello,94,90.210922.5,3.789078.5
La Serena Brunello di Montalcino Riserva Gemini,2010,brunello,96,92.187164.5,3.812836.5
San Filippo Brunello di Montalcino,2011,brunello,94,90.290558.5,3.709442.5
Uccelliera Brunello di Montalcino,2011,brunello,94,90.967476.5,3.032524.5
Uccelliera Brunello di Montalcino Riserva,2010,brunello,98,94.774574.5,3.225426.5
Voliero Brunello di Montalcino,2011,brunello,94,89.892372.5,4.107628.5
Mocali Raunate Brunello di Montalcino Riserva,2010,brunello,95,91.590286.5,3.409714.5
Siro Pacenti Vecchie Vigne Brunello di Montalcino,2011,brunello,97,91.604576.5,5.395424.5
Siro Pacenti PS Brunello di Montalcino Riserva,2010,brunello,97,94.536858.5,2.463142.5
Mastrojanni Brunello di Montalcino,2011,brunello,93,90.210922.5,2.789078.5
Trivento Eolo Malbec,2012,malbec,92,92.392830.5,-0.392830.5
Castiglion del Bosco Brunello di Montalcino,2011,brunello,91,90.091469.5,0.908531.5
TintoNegro Limestone Block Malbec,2013,malbec,90,89.222031.5,0.777969.5
Fossacolle Brunello di Montalcino Riserva,2010,brunello,93,92.585350.5,0.414650.5
Ruca Malen Reserva Malbec,2014,malbec,90,89.196899.5,0.803101.5
Fossacolle Brunello di Montalcino,2011,brunello,94,90.410019.5,3.589981.5
Bodega Rolland Mariflor Malbec,2012,malbec,93,89.605530.5,3.394470.5
Salvioni Brunello di Montalcino,2011,brunello,93,94.192780.5,-1.192780.5
Conti Costanti Brunello di Montalcino,2011,brunello,93,91.206390.5,1.793610.5
La Serena Brunello di Montalcino,2011,brunello,90,89.812737.5,0.187263.5
Altesino Montosoli Brunello di Montalcino,2011,brunello,94,91.803665.5,2.196335.5
Gaja Rennina Brunello di Montalcino,2011,brunello,92,94.989151.5,-2.989151.5
Bodega Noemia de Patagonia Rio Negro Valley Malbec,2013,malbec,98,94.000259.5,3.999741.5
Pulenta Gran Malbec X,2012,malbec,94,90.202812.5,3.797188.5
Mocali Brunello di Montalcino Riserva,2010,brunello,92,91.589890.5,0.410110.5
Banfi Brunello di Montalcino,2011,brunello,92,90.768379.5,1.231621.5
Fattoi Ofelio & Figli Brunello di Montalcino,2008,brunello,90,90.764145.5,-0.764145.5
Canalicchio di Sopra Brunello di Montalcino,2009,brunello,91,91.177017.5,-0.177017.5
Podere Giodo Brunello di Montalcino,2010,brunello,100,95.371857.5,4.628143.5
La Gerla Brunello di Montalcino,2011,brunello,93,90.569290.5,2.430710.5
Tapiz Alta Collection Malbec,2013,malbec,95,89.261848.5,5.738152.5
Altesino Brunello di Montalcino Riserva,2010,brunello,97,93.342300.5,3.657700.5
Col d'Orcia Brunello di Montalcino,2011,brunello,91,90.330376.5,0.669624.5
Fattoria dei Barbi Brunello di Montalcino Vigna del Fiore,2010,brunello,93,91.788979.5,1.211021.5
Le Chiuse Brunello di Montalcino,2008,brunello,92,90.764145.5,1.235855.5
Achaval-Ferrer Finca Altamira Malbec,2013,malbec,93,93.602074.5,-0.602074.5
Banfi Brunello di Montalcino,2012,brunello,93,90.822884.5,2.177116.5
Vina Alicia Las Compuertas Malbec,2011,malbec,92,89.590851.5,2.409149.5
El Esteco Don David Malbec Reserve,2014,malbec,91,89.196899.5,1.803101.5
Casanova di Neri Brunello di Montalcino Cerretalto,2010,brunello,100,104.131935.5,-4.131935.5
Kaiken Ultra Malbec,2014,malbec,91,89.316353.5,1.683647.5
Caparzo Brunello di Montalcino Riserva,2010,brunello,95,91.390793.5,3.609207.5
Yacochuya San Pedro De Yacochuya Malbec,2012,malbec,91,89.048073.5,1.951927.5
Molino di Sant'Antimo Brunello di Montalcino VARCO 84,2011,brunello,92,90.011429.5,1.988571.5
Fanti Brunello di Montalcino,2011,brunello,93,89.932190.5,3.067810.5
Vina Cobos Bramare Marchiori Vineyard Malbec,2013,malbec,95,92.009331.5,2.990669.5
Molino di Sant'Antimo Brunello di Montalcino,2011,brunello,91,89.573830.5,1.426170.5
Catena Alta Malbec,2013,malbec,94,90.416588.5,3.583412.5
Le Gode Brunello di Montalcino,2006,brunello,95,91.531548.5,3.468452.5
Frescobaldi Castelgiocondo Brunello di Montalcino,2011,brunello,93,90.130890.5,2.869110.5
Argiano Brunello di Montalcino Riserva,2010,brunello,92,98.956322.5,-6.956322.5
Concha y Toro Gran Reserva Serie Riberas Malbec,2014,malbec,90,89.157074.5,0.842926.5
Piccini Brunello di Montalcino,2011,brunello,90,90.091469.5,-0.091469.5
Le Chiuse Brunello di Montalcino,2011,brunello,92,90.569290.5,1.430710.5
Fuligni Brunello di Montalcino,2011,brunello,94,91.206390.5,2.793610.5
Achaval-Ferrer Mendoza Malbec,2014,malbec,90,89.515442.5,0.484558.5
Mendel Unus,2012,malbec,95,90.322266.5,4.677734.5
Donatella Cinelli Colombini Brunello di Montalcino,2011,brunello,93,91.007294.5,1.992706.5
TintoNegro Mendoza Malbec,2015,malbec,91,88.853218.5,2.146782.5
Gaja Sugarille Brunello di Montalcino,2011,brunello,93,94.989151.5,-1.989151.5
Bodega NQN Malma Finca La Papay Malbec,2015,malbec,92,89.012489.5,2.987511.5
Poggio Antico Brunello di Montalcino,2011,brunello,93,90.887840.5,2.112160.5
Poggio Antico Brunello di Montalcino Altero,2011,brunello,95,91.007294.5,3.992706.5
Poggio Antico Brunello di Montalcino Riserva,2010,brunello,98,93.580818.5,4.419182.5
Le Potazzine Gorelli Brunello di Montalcino,2011,brunello,92,90.529472.5,1.470528.5
Le Potazzine Gorelli Brunello di Montalcino,2008,brunello,91,91.202148.5,-0.202148.5
Trapiche Broquel Malbec,2014,malbec,90,89.037621.5,0.962379.5
Fabre Montmayou Reserva Malbec,2014,malbec,91,89.037621.5,1.962379.5
Altos las Hormigas Uco Valley Terroir Malbec,2013,malbec,90,89.182213.5,0.817787.5
Pulenta Estate Malbec,2013,malbec,92,89.421120.5,2.578880.5
La Gerla Riserva Vigna Gli Angeli Brunello di Montalcino,2010,brunello,96,91.788979.5,4.211021.5
Luce Della Vite Brunello di Montalcino,2011,brunello,95,92.600037.5,2.399963.5
Finca Decero Remolinos Vineyard Malbec,2014,malbec,92,89.157074.5,2.842926.5
Fattoria dei Barbi Brunello di Montalcino,2011,brunello,91,90.330376.5,0.669624.5
Gianni Brunelli Brunello di Montalcino,2011,brunello,92,90.529472.5,1.470528.5
Tenute Silvio Nardi Brunello di Montalcino,2011,brunello,91,89.812737.5,1.187263.5
Mocali Brunello di Montalcino,2011,brunello,91,89.772919.5,1.227081.5
Crios de Susana Balbo Malbec,2015,malbec,90,88.932854.5,1.067146.5
Fabre Montmayou Grand Vin,2012,malbec,93,90.162987.5,2.837013.5
Poggio Antico Brunello di Montalcino Altero,2004,brunello,93,91.700874.5,1.299126.5
Corte Pavone Brunello di Montalcino,2010,brunello,95,91.788979.5,3.211021.5
Corte Pavone Brunello di Montalcino,2006,brunello,96,90.933868.5,5.066132.5
Catena Zapata Nicasia Vineyard Malbec,2012,malbec,95,92.990105.5,2.009895.5
Fuligni Brunello di Montalcino Riserva,2010,brunello,99,94.775368.5,4.224632.5
Livio Sassetti Brunello di Montalcino Pertimali Riserva,2010,brunello,96,93.381721.5,2.618279.5
Mendel Malbec,2014,malbec,91,89.435806.5,1.564194.5
La Poderina Brunello di Montalcino Poggio Abate Riserva,2010,brunello,95,91.390793.5,3.609207.5
Bodegas Renacer Renacer Malbec,2012,malbec,90,91.596458.5,-1.596458.5
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2010,brunello,96,92.187164.5,3.812836.5
Andeluna Malbec,2015,malbec,90,88.972672.5,1.027328.5
Achaval-Ferrer Finca Mirador Malbec,2013,malbec,95,94.000259.5,0.999741.5
Achaval-Ferrer Finca Bella Vista Malbec,2013,malbec,95,94.000259.5,0.999741.5
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2008,brunello,92,91.560913.5,0.439087.5
Vina Cobos Bramare Rebon Vineyard Malbec,2013,malbec,95,92.208420.5,2.791580.5
Bodega Colome Estate Malbec,2014,malbec,92,89.435806.5,2.564194.5
Dona Paula Malbec Seleccion de Bodega,2011,malbec,91,89.949211.5,1.050789.5
Trapiche Oak Cask Malbec,2015,malbec,90,88.893036.5,1.106964.5
Terrazas de los Andes Reserva Malbec,2014,malbec,92,89.316353.5,2.683647.5
Vina Cobos Felino Malbec,2015,malbec,91,89.291222.5,1.708778.5
Tapiz Alta Collection Malbec,2014,malbec,95,89.236717.5,5.763283.5
Zuccardi Serie A Malbec,2015,malbec,91,89.012489.5,1.987511.5
Luca Malbec,2014,malbec,90,89.595085.5,0.404915.5
Tikal Amorio Malbec,2013,malbec,91,89.699852.5,1.300148.5
Val di Suga Poggio al Granchio Brunello di Montalcino,2010,brunello,93,91.788979.5,1.211021.5
Vina Cobos Cobos Malbec,2013,malbec,99,96.190277.5,2.809723.5
Altos las Hormigas Reserva Malbec,2014,malbec,92,89.475624.5,2.524376.5
Zuccardi Q Malbec,2015,malbec,94,89.251404.5,4.748596.5
Vina Cobos Bramare Uco Valley Malbec,2014,malbec,94,89.993263.5,4.006737.5
Vaglio Aggie Malbec,2014,malbec,93,89.196899.5,3.803101.5
Vaglio Temple Malbec,2014,malbec,94,89.196899.5,4.803101.5
Trivento Golden Reserve Malbec,2014,malbec,92,89.356171.5,2.643829.5
Donatella Cinelli Colombini Brunello di Montalcino Riserva,2010,brunello,94,92.784447.5,1.215553.5
Casisano Brunello di Montalcino,2011,brunello,93,90.210922.5,2.789078.5
Poggio San Polo Brunello di Montalcino,2011,brunello,95,90.808205.5,4.191795.5
Maipe Reserve Malbec,2015,malbec,92,89.291222.5,2.708778.5
Val di Suga Brunello di Montalcino,2011,brunello,92,91.007294.5,0.992706.5
Antinori Pian Delle Vigne Brunello Di Montalcino,2011,brunello,94,90.609108.5,3.390892.5
Mendel Unus,2013,malbec,95,90.297134.5,4.702866.5
Fattoria dei Barbi Brunello di Montalcino Riserva,2008,brunello,91,92.555984.5,-1.555984.5
Il Palazzone Brunello di Montalcino Riserva,2010,brunello,95,91.788979.5,3.211021.5
Salentein Reserve Malbec,2015,malbec,90,89.291222.5,0.708778.5
Capanna Brunello di Montalcino Riserva,2010,brunello,97,91.151886.5,5.848114.5
Kaiken Reserva Malbec,2015,malbec,91,88.893036.5,2.106964.5
Bodegas Renacer Punto Final Malbec Reserva,2014,malbec,91,89.236717.5,1.763283.5
Capanna Brunello di Montalcino,2010,brunello,94,90.713882.5,3.286118.5
Altos las Hormigas Clasico Malbec,2015,malbec,90,88.972672.5,1.027328.5
Norton Malbec Reserva,2014,malbec,91,88.957985.5,2.042015.5
Renieri Brunello di Montalcino Riserva,2010,brunello,100,92.187164.5,7.812836.5
Catena Zapata Argentino Vineyard Malbec,2012,malbec,98,93.388290.5,4.611710.5
La Posta Fazzio Malbec,2015,malbec,92,89.092125.5,2.907875.5
Achaval-Ferrer Mendoza Malbec,2015,malbec,92,89.331039.5,2.668961.5
Catena Zapata Adrianna Vineyard Fortuna Terrae Malbec,2012,malbec,100,93.985573.5,6.014427.5
Podere Brizio Brunello di Montalcino,2011,brunello,90,89.972008.5,0.027992.5
Fabre Montmayou Grand Vin,2013,malbec,93,90.098038.5,2.901962.5
Bodega Noemia de Patagonia J. Alberto,2014,malbec,94,90.033089.5,3.966911.5
Andeluna Altitud Malbec,2014,malbec,92,89.316353.5,2.683647.5
Bodegas Nieto Senetiner Don Nicanor Barrel Select Malbec,2014,malbec,93,89.595085.5,3.404915.5
Susana Balbo Signature Malbec,2014,malbec,93,89.356171.5,3.643829.5
Bodega Noemia de Patagonia J. Alberto,2015,malbec,93,90.525597.5,2.474403.5
Trivento Eolo Malbec,2013,malbec,94,92.009331.5,1.990669.5
Molino di Sant'Antimo Brunello di Montalcino Riserva,2010,brunello,93,90.793518.5,2.206482.5
Canalicchio di Sopra Brunello di Montalcino,2011,brunello,93,91.006897.5,1.993103.5
Canalicchio di Sopra Brunello di Montalcino Riserva,2010,brunello,98,93.381721.5,4.618279.5
Bodegas Nieto Senetiner Don Nicanor Malbec,2014,malbec,91,89.196899.5,1.803101.5
Ernesto Catena Selections Padrillos Malbec,2015,malbec,92,88.932854.5,3.067146.5
Calcu Malbec,2014,malbec,90,88.997803.5,1.002197.5
Fabre Montmayou Reserva Malbec,2015,malbec,91,89.092125.5,1.907875.5
Capanna Brunello di Montalcino,2009,brunello,91,90.380646.5,0.619354.5
Valdicava Brunello di Montalcino,2012,brunello,96,91.818352.5,4.181648.5
Canalicchio di Sopra Brunello di Montalcino,2012,brunello,95,91.420166.5,3.579834.5
Vina Alicia Paso de Piedra Malbec,2013,malbec,90,89.261848.5,0.738152.5
Kaiken Ultra Malbec,2015,malbec,93,89.211586.5,3.788414.5
Livio Sassetti Brunello di Montalcino Pertimali,2011,brunello,92,90.330376.5,1.669624.5
Ruta 22 Malbec,2016,malbec,90,88.947540.5,1.052460.5
Bodegas Nieto Senetiner Don Nicanor Malbec,2015,malbec,92,89.211586.5,2.788414.5
Argiano Brunello di Montalcino,2012,brunello,96,90.026115.5,5.973885.5
Talenti Brunello di Montalcino,2012,brunello,95,89.707962.5,5.292038.5
Ciacci Piccolomini d'Aragona Brunello di Montalcino,2012,brunello,94,90.544151.5,3.455849.5
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso,2012,brunello,97,90.902519.5,6.097481.5
Gianni Brunelli Brunello di Montalcino,2012,brunello,93,90.504333.5,2.495667.5
La Serena Brunello di Montalcino,2012,brunello,93,90.225609.5,2.774391.5
Le Potazzine Gorelli Brunello di Montalcino,2012,brunello,91,90.822884.5,0.177116.5
Uccelliera Brunello di Montalcino,2012,brunello,95,90.424698.5,4.575302.5
Mocali Brunello di Montalcino,2012,brunello,93,90.026512.5,2.973488.5
Mocali Vigna Raunate Brunello di Montalcino,2012,brunello,94,90.305244.5,3.694756.5
Siro Pacenti Brunello di Montalcino Pelagrilli,2012,brunello,95,90.066330.5,4.933670.5
Siro Pacenti Vecchie Vigne Brunello di Montalcino,2012,brunello,95,91.619255.5,3.380745.5
Poggio Nardone Brunello di Montalcino,2012,brunello,94,89.628326.5,4.371674.5
Altesino Brunello di Montalcino,2012,brunello,93,90.623795.5,2.376205.5
Altesino Montosoli Brunello di Montalcino,2012,brunello,97,92.614723.5,4.385277.5
Livio Sassetti Brunello di Montalcino Pertimali,2012,brunello,98,91.021980.5,6.978020.5
San Filippo Brunello di Montalcino,2012,brunello,93,90.384880.5,2.615120.5
San Filippo Brunello di Montalcino Le Lucere,2012,brunello,98,91.021980.5,6.978020.5
Bodegas Y Vinedos O. Fournier Alfa Crux Malbec,2011,malbec,92,89.949211.5,2.050789.5
Castiglion del Bosco Brunello di Montalcino,2012,brunello,96,90.145966.5,5.854034.5
Casanuova delle Cerbaie Brunello di Montalcino,2012,brunello,96,90.225609.5,5.774391.5
La Rasina Brunello di Montalcino,2012,brunello,96,89.827423.5,6.172577.5
Renieri Brunello di Montalcino,2012,brunello,95,90.822884.5,4.177116.5
Fanti Brunello di Montalcino,2012,brunello,94,90.185783.5,3.814217.5
Alamos Malbec Mendoza Seleccion,2015,malbec,92,89.251404.5,2.748596.5
La Poderina Brunello di Montalcino Poggio Abate Riserva,2011,brunello,92,91.803665.5,0.196335.5
Gianni Brunelli Brunello di Montalcino Riserva,2006,brunello,93,92.924797.5,0.075203.5
La Fortuna Brunello di Montalcino Riserva,2010,brunello,97,91.589890.5,5.410110.5
Fattoria dei Barbi Brunello di Montalcino,2012,brunello,91,89.827423.5,1.172577.5
Ricardo Santos Malbec,2015,malbec,90,89.131943.5,0.868057.5
Frescobaldi Castelgiocondo Brunello di Montalcino,2012,brunello,93,91.380341.5,1.619659.5
La Posta Angel Paulucci Vineyard Malbec,2015,malbec,90,89.131943.5,0.868057.5
Flechas De Los Andes Gran Malbec,2013,malbec,92,89.580399.5,2.419601.5
Terrazas de los Andes Reserva Malbec,2015,malbec,92,89.251404.5,2.748596.5
Molino di Sant'Antimo Brunello di Montalcino,2012,brunello,93,89.747780.5,3.252220.5
Casanova di Neri Brunello di Montalcino Tenuta Nuova,2012,brunello,96,92.017441.5,3.982559.5
Casanova di Neri Brunello di Montalcino White Label,2012,brunello,92,90.822884.5,1.177116.5
Siro Pacenti Brunello di Montalcino Pelagrilli,2011,brunello,91,89.972008.5,1.027992.5
Tapiz Seleccion de Barricas Red,2011,malbec,93,89.909393.5,3.090607.5
Il Poggione Brunello di Montalcino,2012,brunello,93,91.221069.5,1.778931.5
Poggio San Polo Brunello di Montalcino,2012,brunello,91,90.623795.5,0.376205.5
TintoNegro Uco Valley-Mendoza Malbec,2015,malbec,89,89.012489.5,-0.012489.5
La Rasina Brunello di Montalcino,2004,brunello,93,89.948853.5,3.051147.5
Ricardo Santos Gran Reserva Malbec,2011,malbec,91,89.909393.5,1.090607.5
Tomero Malbec Gran Reserva,2013,malbec,93,91.212959.5,1.787041.5
San Felice Campogiovanni Brunello di Montalcino,2012,brunello,93,90.464516.5,2.535484.5
Marcelo Pelleriti Reserve Malbec,2014,malbec,93,89.236717.5,3.763283.5
San Felice Campogiovanni Brunello di Montalcino,2011,brunello,93,90.569290.5,2.430710.5
Zuccardi Concreto Malbec,2015,malbec,93,89.808861.5,3.191139.5
La Colombina Brunello di Montalcino,2012,brunello,92,89.628326.5,2.371674.5
TintoNegro Limestone Block Malbec,2014,malbec,91,89.276535.5,1.723465.5
Capanna Brunello di Montalcino,2011,brunello,93,89.812737.5,3.187263.5
Collosorbo Brunello di Montalcino,2011,brunello,93,90.171104.5,2.828896.5
Fanti Vigne le Macchiarelle Brunello di Montalcino Riserva,2010,brunello,97,92.386261.5,4.613739.5
Fanti Vallocchio Brunello di Montalcino,2012,brunello,92,90.783066.5,1.216934.5
Achaval-Ferrer Finca Altamira Malbec,2014,malbec,96,93.616760.5,2.383240.5
Le Chiuse Brunello di Montalcino,2012,brunello,93,91.221069.5,1.778931.5
Caparzo Brunello di Montalcino La Casa,2011,brunello,94,91.286026.5,2.713974.5
Antinori Pian Delle Vigne Brunello Di Montalcino,2012,brunello,94,91.221069.5,2.778931.5
Vitanza Tradizione Brunello di Montalcino,2008,brunello,90,90.525230.5,-0.525230.5
Poggio di Sotto Brunello di Montalcino Riserva,2010,brunello,98,110.503700.5,-12.503700.5
Camigliano Brunello di Montalcino,2012,brunello,92,90.026512.5,1.973488.5
Collosorbo Brunello di Montalcino,2012,brunello,95,89.827423.5,5.172577.5
Fuligni Brunello di Montalcino dei Cottimelli,2006,brunello,96,93.322983.5,2.677017.5
Voliero Brunello di Montalcino,2012,brunello,91,90.544151.5,0.455849.5
Piancornello Brunello di Montalcino,2011,brunello,93,90.210922.5,2.789078.5
Molino di Sant'Antimo Brunello di Montalcino VARCO 84,2012,brunello,92,90.185783.5,1.814217.5
De Martino Las Cruces Malbec,2013,malbec,95,90.217491.5,4.782509.5
De Martino Limavida Malbec,2011,malbec,92,89.949211.5,2.050789.5
Bodega Noemia de Patagonia Rio Negro Valley Malbec,2014,malbec,95,92.422203.5,2.577797.5
Bodega Monteviejo Lindaflor La Violeta,2009,malbec,94,92.786781.5,1.213219.5
Col d'Orcia Brunello di Montalcino,2012,brunello,93,90.345062.5,2.654938.5
Bodega Cuarto Dominio Malbec,2014,malbec,95,90.670181.5,4.329819.5
Bodega Aniello 006 Malbec,2015,malbec,91,89.092125.5,1.907875.5
Bodegas San Huberto La Rioja Malbec,2015,malbec,90,88.813400.5,1.186600.5
Cuvelier Los Andes Malbec,2015,malbec,92,89.171761.5,2.828239.5
Altos las Hormigas Gualtallary Malbec,2014,malbec,92,90.033089.5,1.966911.5
Bodini Malbec,2016,malbec,90,88.987358.5,1.012642.5
Mendel Malbec,2015,malbec,93,89.530128.5,3.469872.5
Altos las Hormigas Uco Valley Terroir Malbec,2015,malbec,89,89.211586.5,-0.211586.5
Camigliano Gualto Brunello di Montalcino Riserva,2011,brunello,92,91.803665.5,0.196335.5
Fossacolle Brunello di Montalcino,2012,brunello,92,91.021980.5,0.978020.5
Fanti Vallocchio Brunello di Montalcino,2010,brunello,94,90.793518.5,3.206482.5
CARO Aruma Malbec,2016,malbec,91,89.066994.5,1.933006.5
Kaiken Mai Malbec,2013,malbec,97,91.611145.5,5.388855.5
Vina Cobos Felino Malbec,2016,malbec,92,89.266083.5,2.733917.5
Zuccardi Finca Canal Uco,2012,malbec,95,93.189201.5,1.810799.5
Catena Zapata Adrianna Vineyard Fortuna Terrae Malbec,2013,malbec,96,93.960442.5,2.039558.5
Finca Sophenia  E.S. Vino Malbec,2014,malbec,92,88.838531.5,3.161469.5
Trapiche Oak Cask Malbec,2016,malbec,90,88.907722.5,1.092278.5
Achaval-Ferrer Mendoza Malbec,2016,malbec,91,89.186050.5,1.813950.5
Vina Cobos Bramare Lujan de Cuyo Malbec,2014,malbec,96,89.953445.5,6.046555.5
Tenute Silvio Nardi Brunello di Montalcino,2012,brunello,93,90.544151.5,2.455849.5
Alamos Malbec,2016,malbec,91,88.867897.5,2.132103.5
Donatella Cinelli Colombini Brunello di Montalcino,2012,brunello,92,91.021980.5,0.978020.5
Zuccardi Aluvional Altamira Malbec,2012,malbec,96,91.795555.5,4.204445.5
Caparzo Brunello di Montalcino La Casa,2012,brunello,94,91.221069.5,2.778931.5
Catena Alta Malbec,2014,malbec,95,90.271996.5,4.728004.5
Poggio Antico Brunello di Montalcino,2012,brunello,95,90.902519.5,4.097481.5
Finca Decero Remolinos Vineyard Malbec,2015,malbec,90,89.171364.5,0.828636.5
La Fortuna Brunello di Montalcino Riserva,2010,brunello,97,91.072243.5,5.927757.5
Palazzo Brunello di Montalcino,2010,brunello,98,90.474968.5,7.525032.5
Fattoria La Lecciaia Brunello di Montalcino,2012,brunello,92,89.907059.5,2.092941.5
Azienda Vitivinicola Terre Nere Brunello di Montalcino Campigli Vallone,2010,brunello,95,91.072243.5,3.927757.5
Fattoria La Lecciaia Brunello di Montalcino,2009,brunello,90,90.181557.5,-0.181557.5
La Poderina Brunello di Montalcino Poggio Abate Riserva,2012,brunello,92,91.818352.5,0.181648.5
Graffito Malbec,2015,malbec,92,89.251404.5,2.748596.5
Donna Olga Brunello di Montalcino,2004,brunello,90,89.789581.5,0.210419.5
La Colombina Brunello di Montalcino,2013,brunello,91,90.041199.5,0.958801.5
Manos Negras Stone Soil Select Malbec,2014,malbec,93,89.276535.5,3.723465.5
Fuligni Brunello di Montalcino,2012,brunello,95,91.619255.5,3.380745.5
El Enemigo Malbec,2014,malbec,90,89.435806.5,0.564194.5
Argento Reserva Malbec,2014,malbec,92,89.196899.5,2.803101.5
Dona Paula Malbec Seleccion de Bodega,2014,malbec,92,89.953445.5,2.046555.5
Luca Old Vine Malbec,2015,malbec,93,89.649590.5,3.350410.5
Pulenta Gran Malbec X,2013,malbec,97,90.217491.5,6.782509.5
Vina Cobos Bramare Rebon Vineyard Malbec,2014,malbec,94,92.024017.5,1.975983.5
Vina Cobos Bramare Marchiori Vineyard Malbec,2014,malbec,94,92.223106.5,1.776894.5
Zuccardi Aluvional Altamira Malbec,2013,malbec,94,91.611145.5,2.388855.5
Zuccardi Finca Piedra Infinita Altamira,2013,malbec,96,92.805702.5,3.194298.5
Bodegas Renacer Punto Final Malbec Reserva,2015,malbec,90,89.251404.5,0.748596.5
Ernesto Catena Selections Tahuan Malbec,2015,malbec,90,89.092125.5,0.907875.5
Verum Malbec,2014,malbec,92,89.157074.5,2.842926.5
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2011,brunello,93,92.002762.5,0.997238.5
Famiglia Bianchi Malbec,2014,malbec,91,89.196899.5,1.803101.5
Alta Vista Premium Malbec,2015,malbec,89,89.291222.5,-0.291222.5
Catena Malbec,2015,malbec,92,89.211586.5,2.788414.5
Caparzo Brunello di Montalcino Riserva,2011,brunello,92,91.604576.5,0.395424.5
Dona Paula Estate Malbec,2016,malbec,92,88.987358.5,3.012642.5
La Gerla Brunello di Montalcino,2012,brunello,91,90.424698.5,0.575302.5
Capanna Brunello di Montalcino,2012,brunello,94,90.384880.5,3.615120.5
Trivento Golden Reserve Malbec,2015,malbec,94,89.331039.5,4.668961.5
Tomero Malbec Gran Reserva,2015,malbec,92,91.441422.5,0.558578.5
Mocali Brunello di Montalcino Vigna delle Raunate Riserva,2012,brunello,95,89.986694.5,5.013306.5
Eighty Four Malbec,2013,malbec,91,90.416588.5,0.583412.5
Altos las Hormigas Appellation Paraje Altamira Malbec,2015,malbec,93,90.167229.5,2.832771.5
Mocali Brunello di Montalcino Riserva,2011,brunello,93,91.007294.5,1.992706.5
Antinori Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva,2010,brunello,98,93.979401.5,4.020599.5
Concha y Toro Gran Reserva Serie Riberas Malbec,2015,malbec,92,89.092125.5,2.907875.5
Mastrojanni Brunello di Montalcino,2012,brunello,94,90.902519.5,3.097481.5
Mastrojanni Brunello di Montalcino Vigna Schiena d'Asino,2010,brunello,94,94.576279.5,-0.576279.5
Montes Alpha Series Malbec,2014,malbec,92,89.316353.5,2.683647.5
BenMarco Malbec,2014,malbec,93,89.117256.5,3.882744.5
Catena Zapata Argentino Vineyard Malbec,2013,malbec,93,93.203888.5,-0.203888.5
Catena Zapata Nicasia Vineyard Malbec,2013,malbec,94,93.602074.5,0.397926.5
Collemattoni Brunello di Montalcino,2012,brunello,93,90.623795.5,2.376205.5
La Magia Brunello di Montalcino,2012,brunello,96,89.827423.5,6.172577.5
Sassodisole Brunello di Montalcino,2012,brunello,93,89.827423.5,3.172577.5
Solaria Patrizia Cencioni Brunello di Montalcino,2012,brunello,93,89.747780.5,3.252220.5
San Polino Brunello di Montalcino Helichrysum,2012,brunello,95,91.420166.5,3.579834.5
