name,vintage,type,score,prediction,difference
Koyle LTU Malbec,2009,malbec,93,92.105804.5,0.894196.5
Valdicava Brunello Riserva Madonna del Piano,2010,brunello,100,95.188950.5,4.811050.5
Pulenta Estate Malbec,2012,malbec,90,91.976654.5,-1.976654.5
Altesino Brunello di Montalcino,2011,brunello,92,93.911346.5,-1.911346.5
Il Poggione Brunello di Montalcino,2011,brunello,93,94.009628.5,-1.009628.5
Bodega Cuarto Dominio Tolentino Winemaker's Selection Malbec,2014,malbec,91,91.958115.5,-0.958115.5
Casarena Jamilla's Vineyard Malbec,2012,malbec,90,92.013504.5,-2.013504.5
Frescobaldi Castelgiocondo Brunello di Montalcino Riserva,2009,brunello,94,94.384399.5,-0.384399.5
Caparzo Brunello di Montalcino,2012,brunello,91,93.813019.5,-2.813019.5
Luigi Bosca Malbec,2013,malbec,92,91.945892.5,0.054108.5
Finca El Origen Reserva Malbec,2015,malbec,90,91.951920.5,-1.951920.5
Bodegas Y Vinedos O. Fournier Urban Uco Malbec,2014,malbec,90,91.927399.5,-1.927399.5
Belasco de Baquedano Llama Malbec,2015,malbec,92,91.958061.5,0.041939.5
Zuccardi Q Malbec,2014,malbec,92,91.970398.5,0.029602.5
Argiano Brunello di Montalcino,2011,brunello,93,93.892929.5,-0.892929.5
Camigliano Brunello di Montalcino,2011,brunello,93,93.886780.5,-0.886780.5
Ruca Malen Terroir Series Malbec,2013,malbec,91,91.958176.5,-0.958176.5
Casarena Lauren's Vineyard Malbec,2012,malbec,92,92.093353.5,-0.093353.5
Don Rodolfo Malbec,2015,malbec,90,91.951920.5,-1.951920.5
Ricardo Santos Malbec,2014,malbec,90,91.964264.5,-1.964264.5
La Serena Brunello di Montalcino Riserva Gemini,2007,brunello,97,94.028275.5,2.971725.5
Casanova di Neri Brunello di Montalcino Tenuta Nuova,2011,brunello,94,94.083328.5,-0.083328.5
Antucura Malbec,2015,malbec,91,91.982635.5,-0.982635.5
Molino di Sant'Antimo Brunello di Montalcino VARCO 84,2010,brunello,93,93.776283.5,-0.776283.5
Caparzo Brunello di Montalcino,2011,brunello,93,93.782364.5,-0.782364.5
MAAL Biutiful Malbec,2014,malbec,90,91.970398.5,-1.970398.5
Camigliano Gualto Brunello di Montalcino Riserva,2010,brunello,96,94.206223.5,1.793777.5
Ciacci Piccolomini d'Aragona Brunello di Montalcino,2011,brunello,94,93.856071.5,0.143929.5
La Serena Brunello di Montalcino Riserva Gemini,2010,brunello,96,94.144806.5,1.855194.5
San Filippo Brunello di Montalcino,2011,brunello,94,93.868355.5,0.131645.5
Uccelliera Brunello di Montalcino,2011,brunello,94,93.972771.5,0.027229.5
Uccelliera Brunello di Montalcino Riserva,2010,brunello,98,94.543915.5,3.456085.5
Voliero Brunello di Montalcino,2011,brunello,94,93.806931.5,0.193069.5
Mocali Raunate Brunello di Montalcino Riserva,2010,brunello,95,94.052734.5,0.947266.5
Siro Pacenti Vecchie Vigne Brunello di Montalcino,2011,brunello,97,94.071045.5,2.928955.5
Siro Pacenti PS Brunello di Montalcino Riserva,2010,brunello,97,94.507248.5,2.492752.5
Mastrojanni Brunello di Montalcino,2011,brunello,93,93.856071.5,-0.856071.5
Trivento Eolo Malbec,2012,malbec,92,92.425018.5,-0.425018.5
Castiglion del Bosco Brunello di Montalcino,2011,brunello,91,93.837646.5,-2.837646.5
TintoNegro Limestone Block Malbec,2013,malbec,90,91.952026.5,-1.952026.5
Fossacolle Brunello di Montalcino Riserva,2010,brunello,93,94.206223.5,-1.206223.5
Ruca Malen Reserva Malbec,2014,malbec,90,91.964264.5,-1.964264.5
Fossacolle Brunello di Montalcino,2011,brunello,94,93.886780.5,0.113220.5
Bodega Rolland Mariflor Malbec,2012,malbec,93,91.995087.5,1.004913.5
Salvioni Brunello di Montalcino,2011,brunello,93,94.470276.5,-1.470276.5
Conti Costanti Brunello di Montalcino,2011,brunello,93,94.009628.5,-1.009628.5
La Serena Brunello di Montalcino,2011,brunello,90,93.794647.5,-3.794647.5
Altesino Montosoli Brunello di Montalcino,2011,brunello,94,94.101753.5,-0.101753.5
Gaja Rennina Brunello di Montalcino,2011,brunello,92,94.593117.5,-2.593117.5
Bodega Noemia de Patagonia Rio Negro Valley Malbec,2013,malbec,98,92.689072.5,5.310928.5
Pulenta Gran Malbec X,2012,malbec,94,92.087212.5,1.912788.5
Mocali Brunello di Montalcino Riserva,2010,brunello,92,94.052673.5,-2.052673.5
Banfi Brunello di Montalcino,2011,brunello,92,93.942062.5,-1.942062.5
Fattoi Ofelio & Figli Brunello di Montalcino,2008,brunello,90,93.893097.5,-3.893097.5
Canalicchio di Sopra Brunello di Montalcino,2009,brunello,91,93.972885.5,-2.972885.5
Podere Giodo Brunello di Montalcino,2010,brunello,100,94.636047.5,5.363953.5
La Gerla Brunello di Montalcino,2011,brunello,93,93.911346.5,-0.911346.5
Tapiz Alta Collection Malbec,2013,malbec,95,91.958176.5,3.041824.5
Altesino Brunello di Montalcino Riserva,2010,brunello,97,94.322983.5,2.677017.5
Col d'Orcia Brunello di Montalcino,2011,brunello,91,93.874496.5,-2.874496.5
Fattoria dei Barbi Brunello di Montalcino Vigna del Fiore,2010,brunello,93,94.083389.5,-1.083389.5
Le Chiuse Brunello di Montalcino,2008,brunello,92,93.893097.5,-1.893097.5
Achaval-Ferrer Finca Altamira Malbec,2013,malbec,93,92.627655.5,0.372345.5
Banfi Brunello di Montalcino,2012,brunello,93,93.966568.5,-0.966568.5
Vina Alicia Las Compuertas Malbec,2011,malbec,92,91.976715.5,0.023285.5
El Esteco Don David Malbec Reserve,2014,malbec,91,91.964264.5,-0.964264.5
Casanova di Neri Brunello di Montalcino Cerretalto,2010,brunello,100,95.987297.5,4.012703.5
Kaiken Ultra Malbec,2014,malbec,91,91.982681.5,-0.982681.5
Caparzo Brunello di Montalcino Riserva,2010,brunello,95,94.021965.5,0.978035.5
Yacochuya San Pedro De Yacochuya Malbec,2012,malbec,91,91.909088.5,-0.909088.5
Molino di Sant'Antimo Brunello di Montalcino VARCO 84,2011,brunello,92,93.825302.5,-1.825302.5
Fanti Brunello di Montalcino,2011,brunello,93,93.813080.5,-0.813080.5
Vina Cobos Bramare Marchiori Vineyard Malbec,2013,malbec,95,92.381973.5,2.618027.5
Molino di Sant'Antimo Brunello di Montalcino,2011,brunello,91,93.757797.5,-2.757797.5
Catena Alta Malbec,2013,malbec,94,92.136292.5,1.863708.5
Le Gode Brunello di Montalcino,2006,brunello,95,93.979263.5,1.020737.5
Frescobaldi Castelgiocondo Brunello di Montalcino,2011,brunello,93,93.843719.5,-0.843719.5
Argiano Brunello di Montalcino Riserva,2010,brunello,92,95.188950.5,-3.188950.5
Concha y Toro Gran Reserva Serie Riberas Malbec,2014,malbec,90,91.958115.5,-1.958115.5
Piccini Brunello di Montalcino,2011,brunello,90,93.837646.5,-3.837646.5
Le Chiuse Brunello di Montalcino,2011,brunello,92,93.911346.5,-1.911346.5
Fuligni Brunello di Montalcino,2011,brunello,94,94.009628.5,-0.009628.5
Achaval-Ferrer Mendoza Malbec,2014,malbec,90,92.013397.5,-2.013397.5
Mendel Unus,2012,malbec,95,92.105637.5,2.894363.5
Donatella Cinelli Colombini Brunello di Montalcino,2011,brunello,93,93.978912.5,-0.978912.5
TintoNegro Mendoza Malbec,2015,malbec,91,91.927353.5,-0.927353.5
Gaja Sugarille Brunello di Montalcino,2011,brunello,93,94.593117.5,-1.593117.5
Bodega NQN Malma Finca La Papay Malbec,2015,malbec,92,91.951920.5,0.048080.5
Poggio Antico Brunello di Montalcino,2011,brunello,93,93.960480.5,-0.960480.5
Poggio Antico Brunello di Montalcino Altero,2011,brunello,95,93.978912.5,1.021088.5
Poggio Antico Brunello di Montalcino Riserva,2010,brunello,98,94.359772.5,3.640228.5
Le Potazzine Gorelli Brunello di Montalcino,2011,brunello,92,93.905212.5,-1.905212.5
Le Potazzine Gorelli Brunello di Montalcino,2008,brunello,91,93.960663.5,-2.960663.5
Trapiche Broquel Malbec,2014,malbec,90,91.939690.5,-1.939690.5
Fabre Montmayou Reserva Malbec,2014,malbec,91,91.939690.5,-0.939690.5
Altos las Hormigas Uco Valley Terroir Malbec,2013,malbec,90,91.945892.5,-1.945892.5
Pulenta Estate Malbec,2013,malbec,92,91.982742.5,0.017258.5
La Gerla Riserva Vigna Gli Angeli Brunello di Montalcino,2010,brunello,96,94.083389.5,1.916611.5
Luce Della Vite Brunello di Montalcino,2011,brunello,95,94.224594.5,0.775406.5
Finca Decero Remolinos Vineyard Malbec,2014,malbec,92,91.958115.5,0.041885.5
Fattoria dei Barbi Brunello di Montalcino,2011,brunello,91,93.874496.5,-2.874496.5
Gianni Brunelli Brunello di Montalcino,2011,brunello,92,93.905212.5,-1.905212.5
Tenute Silvio Nardi Brunello di Montalcino,2011,brunello,91,93.794647.5,-2.794647.5
Mocali Brunello di Montalcino,2011,brunello,91,93.788513.5,-2.788513.5
Crios de Susana Balbo Malbec,2015,malbec,90,91.939636.5,-1.939636.5
Fabre Montmayou Grand Vin,2012,malbec,93,92.081070.5,0.918930.5
Poggio Antico Brunello di Montalcino Altero,2004,brunello,93,93.973167.5,-0.973167.5
Corte Pavone Brunello di Montalcino,2010,brunello,95,94.083389.5,0.916611.5
Corte Pavone Brunello di Montalcino,2006,brunello,96,93.887070.5,2.112930.5
Catena Zapata Nicasia Vineyard Malbec,2012,malbec,95,92.517151.5,2.482849.5
Fuligni Brunello di Montalcino Riserva,2010,brunello,99,94.544037.5,4.455963.5
Livio Sassetti Brunello di Montalcino Pertimali Riserva,2010,brunello,96,94.329071.5,1.670929.5
Mendel Malbec,2014,malbec,91,92.001114.5,-1.001114.5
La Poderina Brunello di Montalcino Poggio Abate Riserva,2010,brunello,95,94.021965.5,0.978035.5
Bodegas Renacer Renacer Malbec,2012,malbec,90,92.302185.5,-2.302185.5
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2010,brunello,96,94.144806.5,1.855194.5
Andeluna Malbec,2015,malbec,90,91.945770.5,-1.945770.5
Achaval-Ferrer Finca Mirador Malbec,2013,malbec,95,92.689072.5,2.310928.5
Achaval-Ferrer Finca Bella Vista Malbec,2013,malbec,95,92.689072.5,2.310928.5
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2008,brunello,92,94.015991.5,-2.015991.5
Vina Cobos Bramare Rebon Vineyard Malbec,2013,malbec,95,92.412689.5,2.587311.5
Bodega Colome Estate Malbec,2014,malbec,92,92.001114.5,-0.001114.5
Dona Paula Malbec Seleccion de Bodega,2011,malbec,91,92.031998.5,-1.031998.5
Trapiche Oak Cask Malbec,2015,malbec,90,91.933487.5,-1.933487.5
Terrazas de los Andes Reserva Malbec,2014,malbec,92,91.982681.5,0.017319.5
Vina Cobos Felino Malbec,2015,malbec,91,91.994919.5,-0.994919.5
Tapiz Alta Collection Malbec,2014,malbec,95,91.970398.5,3.029602.5
Zuccardi Serie A Malbec,2015,malbec,91,91.951920.5,-0.951920.5
Luca Malbec,2014,malbec,90,92.025681.5,-2.025681.5
Tikal Amorio Malbec,2013,malbec,91,92.025742.5,-1.025742.5
Val di Suga Poggio al Granchio Brunello di Montalcino,2010,brunello,93,94.083389.5,-1.083389.5
Vina Cobos Cobos Malbec,2013,malbec,99,93.026886.5,5.973114.5
Altos las Hormigas Reserva Malbec,2014,malbec,92,92.007248.5,-0.007248.5
Zuccardi Q Malbec,2015,malbec,94,91.988770.5,2.011230.5
Vina Cobos Bramare Uco Valley Malbec,2014,malbec,94,92.087097.5,1.912903.5
Vaglio Aggie Malbec,2014,malbec,93,91.964264.5,1.035736.5
Vaglio Temple Malbec,2014,malbec,94,91.964264.5,2.035736.5
Trivento Golden Reserve Malbec,2014,malbec,92,91.988831.5,0.011169.5
Donatella Cinelli Colombini Brunello di Montalcino Riserva,2010,brunello,94,94.236938.5,-0.236938.5
Casisano Brunello di Montalcino,2011,brunello,93,93.856071.5,-0.856071.5
Poggio San Polo Brunello di Montalcino,2011,brunello,95,93.948196.5,1.051804.5
Maipe Reserve Malbec,2015,malbec,92,91.994919.5,0.005081.5
Val di Suga Brunello di Montalcino,2011,brunello,92,93.978912.5,-1.978912.5
Antinori Pian Delle Vigne Brunello Di Montalcino,2011,brunello,94,93.917496.5,0.082504.5
Mendel Unus,2013,malbec,95,92.117867.5,2.882133.5
Fattoria dei Barbi Brunello di Montalcino Riserva,2008,brunello,91,94.169487.5,-3.169487.5
Il Palazzone Brunello di Montalcino Riserva,2010,brunello,95,94.083389.5,0.916611.5
Salentein Reserve Malbec,2015,malbec,90,91.994919.5,-1.994919.5
Capanna Brunello di Montalcino Riserva,2010,brunello,97,93.985107.5,3.014893.5
Kaiken Reserva Malbec,2015,malbec,91,91.933487.5,-0.933487.5
Bodegas Renacer Punto Final Malbec Reserva,2014,malbec,91,91.970398.5,-0.970398.5
Capanna Brunello di Montalcino,2010,brunello,94,93.917549.5,0.082451.5
Altos las Hormigas Clasico Malbec,2015,malbec,90,91.945770.5,-1.945770.5
Norton Malbec Reserva,2014,malbec,91,91.927399.5,-0.927399.5
Renieri Brunello di Montalcino Riserva,2010,brunello,100,94.144806.5,5.855194.5
Catena Zapata Argentino Vineyard Malbec,2012,malbec,98,92.578575.5,5.421425.5
La Posta Fazzio Malbec,2015,malbec,92,91.964203.5,0.035797.5
Achaval-Ferrer Mendoza Malbec,2015,malbec,92,92.001053.5,-0.001053.5
Catena Zapata Adrianna Vineyard Fortuna Terrae Malbec,2012,malbec,100,92.670700.5,7.329300.5
Podere Brizio Brunello di Montalcino,2011,brunello,90,93.819214.5,-3.819214.5
Fabre Montmayou Grand Vin,2013,malbec,93,92.087158.5,0.912842.5
Bodega Noemia de Patagonia J. Alberto,2014,malbec,94,92.093246.5,1.906754.5
Andeluna Altitud Malbec,2014,malbec,92,91.982681.5,0.017319.5
Bodegas Nieto Senetiner Don Nicanor Barrel Select Malbec,2014,malbec,93,92.025681.5,0.974319.5
Susana Balbo Signature Malbec,2014,malbec,93,91.988831.5,1.011169.5
Bodega Noemia de Patagonia J. Alberto,2015,malbec,93,92.185318.5,0.814682.5
Trivento Eolo Malbec,2013,malbec,94,92.381973.5,1.618027.5
Molino di Sant'Antimo Brunello di Montalcino Riserva,2010,brunello,93,93.929840.5,-0.929840.5
Canalicchio di Sopra Brunello di Montalcino,2011,brunello,93,93.978851.5,-0.978851.5
Canalicchio di Sopra Brunello di Montalcino Riserva,2010,brunello,98,94.329071.5,3.670929.5
Bodegas Nieto Senetiner Don Nicanor Malbec,2014,malbec,91,91.964264.5,-0.964264.5
Ernesto Catena Selections Padrillos Malbec,2015,malbec,92,91.939636.5,0.060364.5
Calcu Malbec,2014,malbec,90,91.933548.5,-1.933548.5
Fabre Montmayou Reserva Malbec,2015,malbec,91,91.964203.5,-0.964203.5
Capanna Brunello di Montalcino,2009,brunello,91,93.850037.5,-2.850037.5
Valdicava Brunello di Montalcino,2012,brunello,96,94.120117.5,1.879883.5
Canalicchio di Sopra Brunello di Montalcino,2012,brunello,95,94.058701.5,0.941299.5
Vina Alicia Paso de Piedra Malbec,2013,malbec,90,91.958176.5,-1.958176.5
Kaiken Ultra Malbec,2015,malbec,93,91.982635.5,1.017365.5
Livio Sassetti Brunello di Montalcino Pertimali,2011,brunello,92,93.874496.5,-1.874496.5
Ruta 22 Malbec,2016,malbec,90,91.958008.5,-1.958008.5
Bodegas Nieto Senetiner Don Nicanor Malbec,2015,malbec,92,91.982635.5,0.017365.5
Argiano Brunello di Montalcino,2012,brunello,96,93.843674.5,2.156326.5
Talenti Brunello di Montalcino,2012,brunello,95,93.794586.5,1.205414.5
Ciacci Piccolomini d'Aragona Brunello di Montalcino,2012,brunello,94,93.923569.5,0.076431.5
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso,2012,brunello,97,93.978851.5,3.021149.5
Gianni Brunelli Brunello di Montalcino,2012,brunello,93,93.917435.5,-0.917435.5
La Serena Brunello di Montalcino,2012,brunello,93,93.874435.5,-0.874435.5
Le Potazzine Gorelli Brunello di Montalcino,2012,brunello,91,93.966568.5,-2.966568.5
Uccelliera Brunello di Montalcino,2012,brunello,95,93.905151.5,1.094849.5
Mocali Brunello di Montalcino,2012,brunello,93,93.843735.5,-0.843735.5
Mocali Vigna Raunate Brunello di Montalcino,2012,brunello,94,93.886719.5,0.113281.5
Siro Pacenti Brunello di Montalcino Pelagrilli,2012,brunello,95,93.849869.5,1.150131.5
Siro Pacenti Vecchie Vigne Brunello di Montalcino,2012,brunello,95,94.089417.5,0.910583.5
Poggio Nardone Brunello di Montalcino,2012,brunello,94,93.782303.5,0.217697.5
Altesino Brunello di Montalcino,2012,brunello,93,93.935860.5,-0.935860.5
Altesino Montosoli Brunello di Montalcino,2012,brunello,97,94.242966.5,2.757034.5
Livio Sassetti Brunello di Montalcino Pertimali,2012,brunello,98,93.997284.5,4.002716.5
San Filippo Brunello di Montalcino,2012,brunello,93,93.899002.5,-0.899002.5
San Filippo Brunello di Montalcino Le Lucere,2012,brunello,98,93.997284.5,4.002716.5
Bodegas Y Vinedos O. Fournier Alfa Crux Malbec,2011,malbec,92,92.031998.5,-0.031998.5
Castiglion del Bosco Brunello di Montalcino,2012,brunello,96,93.862152.5,2.137848.5
Casanuova delle Cerbaie Brunello di Montalcino,2012,brunello,96,93.874435.5,2.125565.5
La Rasina Brunello di Montalcino,2012,brunello,96,93.813019.5,2.186981.5
Renieri Brunello di Montalcino,2012,brunello,95,93.966568.5,1.033432.5
Fanti Brunello di Montalcino,2012,brunello,94,93.868301.5,0.131699.5
Alamos Malbec Mendoza Seleccion,2015,malbec,92,91.988770.5,0.011230.5
La Poderina Brunello di Montalcino Poggio Abate Riserva,2011,brunello,92,94.101753.5,-2.101753.5
Gianni Brunelli Brunello di Montalcino Riserva,2006,brunello,93,94.194168.5,-1.194168.5
La Fortuna Brunello di Montalcino Riserva,2010,brunello,97,94.052673.5,2.947327.5
Fattoria dei Barbi Brunello di Montalcino,2012,brunello,91,93.813019.5,-2.813019.5
Ricardo Santos Malbec,2015,malbec,90,91.970345.5,-1.970345.5
Frescobaldi Castelgiocondo Brunello di Montalcino,2012,brunello,93,94.052559.5,-1.052559.5
La Posta Angel Paulucci Vineyard Malbec,2015,malbec,90,91.970345.5,-1.970345.5
Flechas De Los Andes Gran Malbec,2013,malbec,92,92.007309.5,-0.007309.5
Terrazas de los Andes Reserva Malbec,2015,malbec,92,91.988770.5,0.011230.5
Molino di Sant'Antimo Brunello di Montalcino,2012,brunello,93,93.800735.5,-0.800735.5
Casanova di Neri Brunello di Montalcino Tenuta Nuova,2012,brunello,96,94.150833.5,1.849167.5
Casanova di Neri Brunello di Montalcino White Label,2012,brunello,92,93.966568.5,-1.966568.5
Siro Pacenti Brunello di Montalcino Pelagrilli,2011,brunello,91,93.819214.5,-2.819214.5
Tapiz Seleccion de Barricas Red,2011,malbec,93,92.025848.5,0.974152.5
Il Poggione Brunello di Montalcino,2012,brunello,93,94.027985.5,-1.027985.5
Poggio San Polo Brunello di Montalcino,2012,brunello,91,93.935860.5,-2.935860.5
TintoNegro Uco Valley-Mendoza Malbec,2015,malbec,89,91.951920.5,-2.951920.5
La Rasina Brunello di Montalcino,2004,brunello,93,93.702911.5,-0.702911.5
Ricardo Santos Gran Reserva Malbec,2011,malbec,91,92.025848.5,-1.025848.5
Tomero Malbec Gran Reserva,2013,malbec,93,92.259140.5,0.740860.5
San Felice Campogiovanni Brunello di Montalcino,2012,brunello,93,93.911285.5,-0.911285.5
Marcelo Pelleriti Reserve Malbec,2014,malbec,93,91.970398.5,1.029602.5
San Felice Campogiovanni Brunello di Montalcino,2011,brunello,93,93.911346.5,-0.911346.5
Zuccardi Concreto Malbec,2015,malbec,93,92.074760.5,0.925240.5
La Colombina Brunello di Montalcino,2012,brunello,92,93.782303.5,-1.782303.5
TintoNegro Limestone Block Malbec,2014,malbec,91,91.976547.5,-0.976547.5
Capanna Brunello di Montalcino,2011,brunello,93,93.794647.5,-0.794647.5
Collosorbo Brunello di Montalcino,2011,brunello,93,93.849930.5,-0.849930.5
Fanti Vigne le Macchiarelle Brunello di Montalcino Riserva,2010,brunello,97,94.175522.5,2.824478.5
Fanti Vallocchio Brunello di Montalcino,2012,brunello,92,93.960434.5,-1.960434.5
Achaval-Ferrer Finca Altamira Malbec,2014,malbec,96,92.646027.5,3.353973.5
Le Chiuse Brunello di Montalcino,2012,brunello,93,94.027985.5,-1.027985.5
Caparzo Brunello di Montalcino La Casa,2011,brunello,94,94.021912.5,-0.021912.5
Antinori Pian Delle Vigne Brunello Di Montalcino,2012,brunello,94,94.027985.5,-0.027985.5
Vitanza Tradizione Brunello di Montalcino,2008,brunello,90,93.856247.5,-3.856247.5
Poggio di Sotto Brunello di Montalcino Riserva,2010,brunello,98,96.970146.5,1.029854.5
Camigliano Brunello di Montalcino,2012,brunello,92,93.843735.5,-1.843735.5
Collosorbo Brunello di Montalcino,2012,brunello,95,93.813019.5,1.186981.5
Fuligni Brunello di Montalcino dei Cottimelli,2006,brunello,96,94.255585.5,1.744415.5
Voliero Brunello di Montalcino,2012,brunello,91,93.923569.5,-2.923569.5
Piancornello Brunello di Montalcino,2011,brunello,93,93.856071.5,-0.856071.5
Molino di Sant'Antimo Brunello di Montalcino VARCO 84,2012,brunello,92,93.868301.5,-1.868301.5
De Martino Las Cruces Malbec,2013,malbec,95,92.105583.5,2.894417.5
De Martino Limavida Malbec,2011,malbec,92,92.031998.5,-0.031998.5
Bodega Noemia de Patagonia Rio Negro Valley Malbec,2014,malbec,95,92.461761.5,2.538239.5
Bodega Monteviejo Lindaflor La Violeta,2009,malbec,94,92.437485.5,1.562515.5
Col d'Orcia Brunello di Montalcino,2012,brunello,93,93.892868.5,-0.892868.5
Bodega Cuarto Dominio Malbec,2014,malbec,95,92.191513.5,2.808487.5
Bodega Aniello 006 Malbec,2015,malbec,91,91.964203.5,-0.964203.5
Bodegas San Huberto La Rioja Malbec,2015,malbec,90,91.921204.5,-1.921204.5
Cuvelier Los Andes Malbec,2015,malbec,92,91.976486.5,0.023514.5
Altos las Hormigas Gualtallary Malbec,2014,malbec,92,92.093246.5,-0.093246.5
Bodini Malbec,2016,malbec,90,91.964142.5,-1.964142.5
Mendel Malbec,2015,malbec,93,92.031769.5,0.968231.5
Altos las Hormigas Uco Valley Terroir Malbec,2015,malbec,89,91.982635.5,-2.982635.5
Camigliano Gualto Brunello di Montalcino Riserva,2011,brunello,92,94.101753.5,-2.101753.5
Fossacolle Brunello di Montalcino,2012,brunello,92,93.997284.5,-1.997284.5
Fanti Vallocchio Brunello di Montalcino,2010,brunello,94,93.929840.5,0.070160.5
CARO Aruma Malbec,2016,malbec,91,91.976425.5,-0.976425.5
Kaiken Mai Malbec,2013,malbec,97,92.320557.5,4.679443.5
Vina Cobos Felino Malbec,2016,malbec,92,92.007141.5,-0.007141.5
Zuccardi Finca Canal Uco,2012,malbec,95,92.547867.5,2.452133.5
Catena Zapata Adrianna Vineyard Fortuna Terrae Malbec,2013,malbec,96,92.682938.5,3.317062.5
Finca Sophenia  E.S. Vino Malbec,2014,malbec,92,91.908981.5,0.091019.5
Trapiche Oak Cask Malbec,2016,malbec,90,91.951859.5,-1.951859.5
Achaval-Ferrer Mendoza Malbec,2016,malbec,91,91.994797.5,-0.994797.5
Vina Cobos Bramare Lujan de Cuyo Malbec,2014,malbec,96,92.080956.5,3.919044.5
Tenute Silvio Nardi Brunello di Montalcino,2012,brunello,93,93.923569.5,-0.923569.5
Alamos Malbec,2016,malbec,91,91.945724.5,-0.945724.5
Donatella Cinelli Colombini Brunello di Montalcino,2012,brunello,92,93.997284.5,-1.997284.5
Zuccardi Aluvional Altamira Malbec,2012,malbec,96,92.332893.5,3.667107.5
Caparzo Brunello di Montalcino La Casa,2012,brunello,94,94.027985.5,-0.027985.5
Catena Alta Malbec,2014,malbec,95,92.130096.5,2.869904.5
Poggio Antico Brunello di Montalcino,2012,brunello,95,93.978851.5,1.021149.5
Finca Decero Remolinos Vineyard Malbec,2015,malbec,90,91.976425.5,-1.976425.5
La Fortuna Brunello di Montalcino Riserva,2010,brunello,97,93.972824.5,3.027176.5
Palazzo Brunello di Montalcino,2010,brunello,98,93.880692.5,4.119308.5
Fattoria La Lecciaia Brunello di Montalcino,2012,brunello,92,93.825302.5,-1.825302.5
Azienda Vitivinicola Terre Nere Brunello di Montalcino Campigli Vallone,2010,brunello,95,93.972824.5,1.027176.5
Fattoria La Lecciaia Brunello di Montalcino,2009,brunello,90,93.819336.5,-3.819336.5
La Poderina Brunello di Montalcino Poggio Abate Riserva,2012,brunello,92,94.120117.5,-2.120117.5
Graffito Malbec,2015,malbec,92,91.988770.5,0.011230.5
Donna Olga Brunello di Montalcino,2004,brunello,90,93.678345.5,-3.678345.5
La Colombina Brunello di Montalcino,2013,brunello,91,93.862106.5,-2.862106.5
Manos Negras Stone Soil Select Malbec,2014,malbec,93,91.976547.5,1.023453.5
Fuligni Brunello di Montalcino,2012,brunello,95,94.089417.5,0.910583.5
El Enemigo Malbec,2014,malbec,90,92.001114.5,-2.001114.5
Argento Reserva Malbec,2014,malbec,92,91.964264.5,0.035736.5
Dona Paula Malbec Seleccion de Bodega,2014,malbec,92,92.080956.5,-0.080956.5
Luca Old Vine Malbec,2015,malbec,93,92.050186.5,0.949814.5
Pulenta Gran Malbec X,2013,malbec,97,92.105583.5,4.894417.5
Vina Cobos Bramare Rebon Vineyard Malbec,2014,malbec,94,92.400345.5,1.599655.5
Vina Cobos Bramare Marchiori Vineyard Malbec,2014,malbec,94,92.431053.5,1.568947.5
Zuccardi Aluvional Altamira Malbec,2013,malbec,94,92.320557.5,1.679443.5
Zuccardi Finca Piedra Infinita Altamira,2013,malbec,96,92.504822.5,3.495178.5
Bodegas Renacer Punto Final Malbec Reserva,2015,malbec,90,91.988770.5,-1.988770.5
Ernesto Catena Selections Tahuan Malbec,2015,malbec,90,91.964203.5,-1.964203.5
Verum Malbec,2014,malbec,92,91.958115.5,0.041885.5
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2011,brunello,93,94.132462.5,-1.132462.5
Famiglia Bianchi Malbec,2014,malbec,91,91.964264.5,-0.964264.5
Alta Vista Premium Malbec,2015,malbec,89,91.994919.5,-2.994919.5
Catena Malbec,2015,malbec,92,91.982635.5,0.017365.5
Caparzo Brunello di Montalcino Riserva,2011,brunello,92,94.071045.5,-2.071045.5
Dona Paula Estate Malbec,2016,malbec,92,91.964142.5,0.035858.5
La Gerla Brunello di Montalcino,2012,brunello,91,93.905151.5,-2.905151.5
Capanna Brunello di Montalcino,2012,brunello,94,93.899002.5,0.100998.5
Trivento Golden Reserve Malbec,2015,malbec,94,92.001053.5,1.998947.5
Tomero Malbec Gran Reserva,2015,malbec,92,92.326584.5,-0.326584.5
Mocali Brunello di Montalcino Vigna delle Raunate Riserva,2012,brunello,95,93.837585.5,1.162415.5
Eighty Four Malbec,2013,malbec,91,92.136292.5,-1.136292.5
Altos las Hormigas Appellation Paraje Altamira Malbec,2015,malbec,93,92.130035.5,0.869965.5
Mocali Brunello di Montalcino Riserva,2011,brunello,93,93.978912.5,-0.978912.5
Antinori Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva,2010,brunello,98,94.421265.5,3.578735.5
Concha y Toro Gran Reserva Serie Riberas Malbec,2015,malbec,92,91.964203.5,0.035797.5
Mastrojanni Brunello di Montalcino,2012,brunello,94,93.978851.5,0.021149.5
Mastrojanni Brunello di Montalcino Vigna Schiena d'Asino,2010,brunello,94,94.513329.5,-0.513329.5
Montes Alpha Series Malbec,2014,malbec,92,91.982681.5,0.017319.5
BenMarco Malbec,2014,malbec,93,91.951973.5,1.048027.5
