name,vintage,varietal,location,price,score,prediction,difference,bordeauxBlends,syrah,pinot,italy,france,australia
Tenuta Sette Ponti Crognolo,2010.0,Tuscan Blends,"Tuscany, Italy",27.99,92.0,92.968,-0.9680023,1.0,0.0,0.0,1.0,0.0,0.0
Chateau Gracia (Futures Pre-Sale),2011.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",109.0,90.0,93.551926,-3.5519257,1.0,0.0,0.0,0.0,1.0,0.0
Tenuta Sette Ponti Oreno,2010.0,Bordeaux Red Blends,"Tuscany, Italy",109.97,96.0,93.66661,2.3333893,1.0,0.0,0.0,1.0,0.0,0.0
Chateau Larcis-Ducasse (Futures Pre-Sale),2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",84.99,96.0,93.34732,2.6526794,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Mission Haut-Brion,2009.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",939.0,97.0,100.62491,-3.6249084,1.0,0.0,0.0,0.0,1.0,0.0
Brancaia Ilatraia,2007.0,Bordeaux Red Blends,"Tuscany, Italy",51.99,94.0,93.172516,0.82748413,1.0,0.0,0.0,1.0,0.0,0.0
Frescobaldi Tenuta di Castiglioni,2010.0,Tuscan Blends,"Tuscany, Italy",19.39,90.0,92.894714,-2.8947144,1.0,0.0,0.0,1.0,0.0,0.0
Chateau Belair-Monange,2009.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",99.99,94.0,93.47514,0.52485657,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Calon-Segur (Futures Pre-Sale),2011.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",69.99,92.0,93.21949,-1.21949,1.0,0.0,0.0,0.0,1.0,0.0
Le Dome,2009.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",361.99,95.0,95.707825,-0.7078247,1.0,0.0,0.0,0.0,1.0,0.0
Les Asteries,2009.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",149.99,93.0,93.90123,-0.90122986,1.0,0.0,0.0,0.0,1.0,0.0
Les Asteries,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",89.99,91.0,93.38992,-2.389923,1.0,0.0,0.0,0.0,1.0,0.0
Le Carre,2009.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",139.97,93.0,93.81584,-0.8158417,1.0,0.0,0.0,0.0,1.0,0.0
Le Carre,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",77.99,91.0,93.28766,-2.2876587,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Laforge,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",34.99,91.0,92.921234,-1.9212341,1.0,0.0,0.0,0.0,1.0,0.0
Tua Rita Per Sempre Syrah,2008.0,Syrah/Shiraz,"Tuscany, Italy",199.0,95.0,94.17559,0.8244095,0.0,1.0,0.0,1.0,0.0,0.0
Brancaia Tre,2010.0,Tuscan Blends,"Tuscany, Italy",19.99,90.0,92.899826,-2.899826,1.0,0.0,0.0,1.0,0.0,0.0
Chateau Les Trois Croix,2010.0,Bordeaux Red Blends,"Fronsac, Bordeaux, France",37.99,92.0,92.94679,-0.9467926,1.0,0.0,0.0,0.0,1.0,0.0
Orma Toscana,2009.0,Bordeaux Red Blends,"Tuscany, Italy",58.97,95.0,93.231995,1.7680054,1.0,0.0,0.0,1.0,0.0,0.0
Chateau Lynch-Bages,1989.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",399.97,94.0,96.03148,-2.031479,1.0,0.0,0.0,0.0,1.0,0.0
Antinori Tignanello,2009.0,Tuscan Blends,"Tuscany, Italy",139.97,93.0,93.92226,-0.92225647,1.0,0.0,0.0,1.0,0.0,0.0
Chateau La Lagune,2009.0,Bordeaux Red Blends,"Medoc, Bordeaux, France",89.99,96.0,93.38992,2.610077,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Gaffeliere,2009.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",99.0,94.0,93.466705,0.5332947,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pavie Macquin,2009.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",119.97,94.0,93.6454,0.354599,1.0,0.0,0.0,0.0,1.0,0.0
Brancaia Il Blu,2008.0,Tuscan Blends,"Tuscany, Italy",54.99,93.0,93.19809,-0.1980896,1.0,0.0,0.0,1.0,0.0,0.0
Luce Della Vite Lucente,2010.0,Tuscan Blends,"Tuscany, Italy",28.99,93.0,92.97652,0.023483276,1.0,0.0,0.0,1.0,0.0,0.0
Luce Della Vite Luce Toscana,2009.0,Tuscan Blends,"Tuscany, Italy",99.0,95.0,93.57312,1.4268799,1.0,0.0,0.0,1.0,0.0,0.0
Ruffino Modus,2009.0,Tuscan Blends,"Tuscany, Italy",27.99,95.0,92.968,2.0319977,1.0,0.0,0.0,1.0,0.0,0.0
Chateau Smith Haut Lafitte,1998.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",109.97,93.0,93.56019,-0.5601883,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Beychevelle,2009.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",95.0,94.0,93.43262,0.5673828,1.0,0.0,0.0,0.0,1.0,0.0
Ornellaia,1997.0,Bordeaux Red Blends,"Bolgheri, Tuscany, Italy",249.97,97.0,94.85964,2.140358,1.0,0.0,0.0,1.0,0.0,0.0
Brancaia Ilatraia,2010.0,Bordeaux Red Blends,"Tuscany, Italy",48.99,93.0,93.14696,-0.1469574,1.0,0.0,0.0,1.0,0.0,0.0
Carruades de Lafite,2010.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",299.97,95.0,95.179306,-0.17930603,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Barde Haut,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",39.99,92.0,92.96384,-0.96383667,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Bernadotte,2010.0,Bordeaux Red Blends,"Medoc, Bordeaux, France",26.99,90.0,92.85306,-2.8530579,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Branon,2010.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",139.0,94.0,93.80757,0.19242859,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Chauvin,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",49.99,93.0,93.04906,-0.049057007,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Clinet,2010.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",139.0,97.0,93.80757,3.1924286,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Duhart-Milon,2010.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",129.99,93.0,93.73079,-0.7307892,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Fleur Cardinale,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",69.99,93.0,93.21949,-0.21949005,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Gloria,2010.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",64.97,91.0,93.17671,-2.176712,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Bergey,2010.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",37.99,93.0,92.94679,0.053207397,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Couspaude,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",79.99,93.0,93.3047,-0.30470276,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Dominique,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",67.99,94.0,93.202446,0.797554,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Malartic-Lagraviere,2010.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",69.99,95.0,93.21949,1.78051,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Marjosse,2010.0,Bordeaux Red Blends,"Bordeaux, France",13.99,90.0,92.74228,-2.742279,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Meyney,2010.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",46.99,92.0,93.02349,-1.0234909,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Olivier,2010.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",41.99,95.0,92.98088,2.0191193,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon Longueville Comtesse de Lalande,2010.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",249.99,94.0,94.75339,-0.75338745,1.0,0.0,0.0,0.0,1.0,0.0
Pierre de Lune,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",39.97,90.0,92.96367,-2.9636688,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Saint-Pierre,2010.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",109.99,93.0,93.560356,-0.56035614,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lynch-Bages,2010.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",209.99,98.0,94.41252,3.5874786,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Barton,2010.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",159.0,97.0,93.978004,3.0219955,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Prieure-Lichine,2010.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",84.99,94.0,93.34732,0.65267944,1.0,0.0,0.0,0.0,1.0,0.0
Chateau d'Issan,2010.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",104.97,96.0,93.51758,2.4824219,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Beausejour,2010.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",22.99,91.0,92.81897,-1.8189697,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pavie Macquin,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",139.97,95.0,93.81584,1.1841583,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon-Longueville Baron,2010.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",249.99,95.0,94.75339,0.24661255,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Palmer Alter Ego de Palmer,2010.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",99.0,92.0,93.466705,-1.4667053,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Montrose,2010.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",289.99,97.0,95.09426,1.9057388,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Bailly,2010.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",179.99,98.0,94.156876,3.8431244,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Ducru-Beaucaillou,2011.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",129.97,93.0,93.73062,-0.73062134,1.0,0.0,0.0,0.0,1.0,0.0
Chateau de Pez,2010.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",44.99,91.0,93.00645,-2.0064468,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Magdelaine,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",99.0,94.0,93.466705,0.5332947,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon Longueville Comtesse de Lalande Reserve de la Comtesse,2010.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",76.99,91.0,93.279144,-2.2791443,1.0,0.0,0.0,0.0,1.0,0.0
Monte Antico Rosso,2009.0,Tuscan Blends,"Tuscany, Italy",10.99,90.0,92.823135,-2.8231354,1.0,0.0,0.0,1.0,0.0,0.0
Antinori Tignanello,2010.0,Tuscan Blends,"Tuscany, Italy",99.99,96.0,93.58156,2.4184418,1.0,0.0,0.0,1.0,0.0,0.0
Antinori Solaia,2009.0,Tuscan Blends,"Tuscany, Italy",229.99,96.0,94.68938,1.3106232,1.0,0.0,0.0,1.0,0.0,0.0
Chateau L'Evangile,2010.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",249.99,96.0,94.75339,1.2466125,1.0,0.0,0.0,0.0,1.0,0.0
Tenuta Guado al Tasso,2009.0,Bordeaux Red Blends,"Bolgheri, Tuscany, Italy",115.0,97.0,93.70947,3.2905273,1.0,0.0,0.0,1.0,0.0,0.0
Chateau Carignan,2010.0,Bordeaux Red Blends,"Bordeaux, France",13.98,91.0,92.74219,-1.7421875,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Carignan Prima,2010.0,Bordeaux Red Blends,"Bordeaux, France",17.99,92.0,92.77637,-0.7763672,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Puygueraud George Cuvee,2010.0,Bordeaux Red Blends,"Bordeaux, France",18.99,92.0,92.78488,-0.7848816,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Puygueraud,2010.0,Bordeaux Red Blends,"Cotes de Francs, Bordeaux, France",19.99,92.0,92.79341,-0.79341125,1.0,0.0,0.0,0.0,1.0,0.0
Chateau L'Eglise Clinet,2009.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",579.0,97.0,97.55711,-0.55711365,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Poujeaux,2009.0,Bordeaux Red Blends,"Moulis, Bordeaux, France",39.99,93.0,92.96384,0.03616333,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lilian Ladouys,2010.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",33.99,91.0,92.912704,-1.9127045,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Dauphine,2010.0,Bordeaux Red Blends,"Fronsac, Bordeaux, France",33.99,91.0,92.912704,-1.9127045,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Senejac,2010.0,Bordeaux Red Blends,"Haut Medoc, Bordeaux, France",19.99,92.0,92.79341,-0.79341125,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pontet-Canet,2010.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",289.99,100.0,95.09426,4.905739,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Fonplegade,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",52.99,91.0,93.07462,-2.074623,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Bages Liberal,2010.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",69.99,93.0,93.21949,-0.21949005,1.0,0.0,0.0,0.0,1.0,0.0
Vieux Chateau Certan,2010.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",359.0,100.0,95.68234,4.3176575,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Mission Haut-Brion,2010.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",649.97,100.0,98.161896,1.8381042,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Las Cases,2010.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",299.99,99.0,95.179474,3.8205261,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Angelus,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",459.99,99.0,96.542946,2.4570541,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Poyferre,2010.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",159.99,95.0,93.98644,1.0135574,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Smith Haut Lafitte,2010.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",204.99,95.0,94.36992,0.6300812,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Clos des Jacobins,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",46.99,93.0,93.02349,-0.023490906,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Tour Carnet,2010.0,Bordeaux Red Blends,"Haut Medoc, Bordeaux, France",44.99,92.0,93.00645,-1.0064468,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pape Clement,2010.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",388.99,96.0,95.937904,0.062095642,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Commanderie,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",23.99,91.0,92.82749,-1.8274918,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Fombrauge,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",29.99,92.0,92.878624,-0.87862396,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Mondotte,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",419.0,96.0,96.19364,-0.19364166,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Canon,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",159.99,96.0,93.98644,2.0135574,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Cantenac Brown,2010.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",85.0,94.0,93.3474,0.65260315,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Larcis-Ducasse,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",129.99,97.0,93.73079,3.2692108,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Faugeres,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",69.99,95.0,93.21949,1.78051,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Les Ormes de Pez,2010.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",44.99,95.0,93.00645,1.9935532,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Grand-Puy-Lacoste,2010.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",119.99,95.0,93.64557,1.3544312,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pavie Decesse,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",249.99,97.0,94.75339,2.2466125,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Rauzan-Segla,2010.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",129.0,98.0,93.72235,4.277649,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Nenin,2010.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",79.99,96.0,93.3047,2.6952972,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Giscours,2010.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",104.97,95.0,93.51758,1.4824219,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Grand-Puy-Ducasse,2010.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",85.0,93.0,93.3474,-0.34739685,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Troplong Mondot,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",199.99,94.0,94.32731,-0.32730865,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Hosanna,2010.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",219.99,96.0,94.49774,1.5022583,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Monbousquet,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",69.99,95.0,93.21949,1.78051,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Kirwan,2010.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",69.99,93.0,93.21949,-0.21949005,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Certan de May,2010.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",189.99,95.0,94.242096,0.75790405,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Talbot,2010.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",71.99,94.0,93.236534,0.7634659,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Gaffeliere,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",105.0,97.0,93.51784,3.4821625,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Beau-Sejour Becot,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",114.99,95.0,93.60297,1.3970337,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Clerc Milon,2010.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",99.99,94.0,93.47514,0.52485657,1.0,0.0,0.0,0.0,1.0,0.0
Clos Fourtet,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",199.99,94.0,94.32731,-0.32730865,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Trotanoy,2010.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",359.0,98.0,95.68234,2.3176575,1.0,0.0,0.0,0.0,1.0,0.0
Ornellaia,2010.0,Bordeaux Red Blends,"Bolgheri, Tuscany, Italy",209.0,95.0,94.510506,0.48949432,1.0,0.0,0.0,1.0,0.0,0.0
Il Molino di Grace Il Volano,2008.0,Tuscan Blends,"Tuscany, Italy",16.99,90.0,92.87426,-2.87426,1.0,0.0,0.0,1.0,0.0,0.0
Chateau Mouton Rothschild,2010.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",999.99,100.0,101.14465,-1.1446533,1.0,0.0,0.0,0.0,1.0,0.0
Frescobaldi Nipozzano Mormoreto,2008.0,Bordeaux Red Blends,"Tuscany, Italy",59.99,95.0,93.24069,1.7593079,1.0,0.0,0.0,1.0,0.0,0.0
Chateau Palmer,2009.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",359.99,98.0,95.69078,2.3092194,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Cantemerle,2010.0,Bordeaux Red Blends,"Haut Medoc, Bordeaux, France",57.99,94.0,93.11723,0.8827667,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Palmer,2010.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",469.99,98.0,96.62816,1.3718414,1.0,0.0,0.0,0.0,1.0,0.0
Castello dei Rampolla d'Alceo,2008.0,Bordeaux Red Blends,"Tuscany, Italy",179.97,100.0,94.26312,5.7368774,1.0,0.0,0.0,1.0,0.0,0.0
Chateau Pavie,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",499.99,98.0,96.88381,1.116188,1.0,0.0,0.0,0.0,1.0,0.0
Argiano Non Confunditur,2011.0,Tuscan Blends,"Tuscany, Italy",19.99,93.0,92.899826,0.10017395,1.0,0.0,0.0,1.0,0.0,0.0
Chateau Cos d'Estournel Pagodes de Cos (scuffed label),2009.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",79.97,93.0,93.304535,-0.3045349,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pibran,2009.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",37.99,93.0,92.94679,0.053207397,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Beausejour Duffau-Lagarrosse,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",449.0,99.0,96.449295,2.550705,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Magdelaine,2009.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",89.0,93.0,93.381485,-0.381485,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Grand-Puy-Ducasse,2009.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",69.99,93.0,93.21949,-0.21949005,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Cos d'Estournel,2010.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",259.97,97.0,94.83844,2.16156,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Branaire-Ducru,2010.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",104.99,94.0,93.517746,0.48225403,1.0,0.0,0.0,0.0,1.0,0.0
Croix de Labrie,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",79.99,92.0,93.3047,-1.3047028,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Conseillante,2010.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",269.0,98.0,94.91539,3.08461,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Fontenil,2010.0,Bordeaux Red Blends,"Fronsac, Bordeaux, France",34.99,92.0,92.921234,-0.92123413,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Rol Valentin,2010.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",44.99,91.0,93.00645,-2.0064468,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Grave a Pomerol,2010.0,Bordeaux Red Blends,"Medoc, Bordeaux, France",54.99,94.0,93.09167,0.9083328,1.0,0.0,0.0,0.0,1.0,0.0
Vasse Felix Heytesbury Red Blend,2009.0,Bordeaux Red Blends,"Margaret River, Australia",64.99,94.0,93.23596,0.7640381,1.0,0.0,0.0,0.0,0.0,1.0
Chateau Barde Haut (Futures Pre-Sale),2012.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",27.99,91.0,92.86158,-1.8615799,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Branaire-Ducru (Futures Pre-Sale),2012.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",46.99,91.0,93.02349,-2.023491,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Brane-Cantenac (Futures Pre-Sale),2012.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",47.99,91.0,93.03201,-2.032013,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Calon-Segur (Futures Pre-Sale),2012.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",64.99,93.0,93.17688,-0.17687988,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Canon (Futures Pre-Sale),2012.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",59.99,93.0,93.13428,-0.13427734,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Cantemerle (Futures Pre-Sale),2012.0,Bordeaux Red Blends,"Haut Medoc, Bordeaux, France",29.99,91.0,92.878624,-1.878624,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Cantenac Brown (Futures Pre-Sale),2012.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",41.99,91.0,92.98088,-1.9808807,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Clerc Milon (Futures Pre-Sale),2012.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",51.99,93.0,93.0661,-0.066101074,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Smith Haut Lafitte (Futures Pre-Sale),2012.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",64.99,95.0,93.17688,1.8231201,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pontet-Canet (Futures Pre-Sale),2012.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",99.99,95.0,93.47514,1.5248566,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pape Clement (Futures Pre-Sale),2012.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",79.99,93.0,93.3047,-0.30470276,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Les Ormes de Pez (Futures Pre-sale),2012.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",28.99,91.0,92.8701,-1.8701019,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Olivier (Futures Pre-Sale),2012.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",28.99,92.0,92.8701,-0.8701019,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Nenin (Futures Pre-Sale),2012.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",47.99,93.0,93.03201,-0.03201294,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Mouton Rothschild (Futures Pre-Sale),2012.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",389.0,95.0,95.93799,-0.9379883,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Montrose (Futures Pre-Sale),2012.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",89.99,94.0,93.38992,0.6100769,1.0,0.0,0.0,0.0,1.0,0.0
