name,vintage,type,price,score,prediction,difference
Koyle LTU Malbec,2009,malbec,56.99,93,92.12456,0.87544
Valdicava Brunello Riserva Madonna del Piano,2010,brunello,269.99,100,95.86819,4.13181
Pulenta Estate Malbec,2012,malbec,26.99,90,91.83954,-1.83954
Altesino Brunello di Montalcino,2011,brunello,58.99,92,93.86353,-1.86353
Il Poggione Brunello di Montalcino,2011,brunello,74.99,93,94.01553,-1.01553
Bodega Cuarto Dominio Tolentino Winemaker's Selection Malbec,2014,malbec,17.99,91,91.75403,-0.75403
Casarena Jamilla's Vineyard Malbec,2012,malbec,32.99,90,91.89655,-1.89655
Frescobaldi Castelgiocondo Brunello di Montalcino Riserva,2009,brunello,141.99,94,94.65208,-0.65208
Caparzo Brunello di Montalcino,2012,brunello,39.99,91,93.68301,-2.68301
Luigi Bosca Malbec,2013,malbec,18.99,92,91.76353,0.23647
Finca El Origen Reserva Malbec,2015,malbec,13.99,90,91.71603,-1.71603
Bodegas Y Vinedos O. Fournier Urban Uco Malbec,2014,malbec,12.99,90,91.70653,-1.70653
Belasco de Baquedano Llama Malbec,2015,malbec,14.99,92,91.72552,0.27448
Zuccardi Q Malbec,2014,malbec,19.99,92,91.77303,0.22697
Argiano Brunello di Montalcino,2011,brunello,55.99,93,93.83502,-0.83502
Camigliano Brunello di Montalcino,2011,brunello,54.99,93,93.82552,-0.82552
Ruca Malen Terroir Series Malbec,2013,malbec,20.99,91,91.78253,-0.78253
Casarena Lauren's Vineyard Malbec,2012,malbec,45.99,92,92.02005,-0.02005
Don Rodolfo Malbec,2015,malbec,13.99,90,91.71603,-1.71603
Ricardo Santos Malbec,2014,malbec,18.99,90,91.76353,-1.76353
La Serena Brunello di Montalcino Riserva Gemini,2007,brunello,89.99,97,94.15805,2.84195
Casanova di Neri Brunello di Montalcino Tenuta Nuova,2011,brunello,86.99,94,94.12955,-0.12955
Antucura Malbec,2015,malbec,18.99,91,91.76353,-0.76353
Molino di Sant'Antimo Brunello di Montalcino VARCO 84,2010,brunello,39.99,93,93.68301,-0.68301
Caparzo Brunello di Montalcino,2011,brunello,37.99,93,93.66401,-0.66401
MAAL Biutiful Malbec,2014,malbec,19.99,90,91.77303,-1.77303
Camigliano Gualto Brunello di Montalcino Riserva,2010,brunello,109.99,96,94.34807,1.65193
Ciacci Piccolomini d'Aragona Brunello di Montalcino,2011,brunello,49.99,94,93.77802,0.22198
La Serena Brunello di Montalcino Riserva Gemini,2010,brunello,99.99,96,94.25306,1.74694
San Filippo Brunello di Montalcino,2011,brunello,51.99,94,93.79702,0.20298
Uccelliera Brunello di Montalcino,2011,brunello,68.99,94,93.95853,0.04147
Uccelliera Brunello di Montalcino Riserva,2010,brunello,164.97,98,94.87042,3.12958
Voliero Brunello di Montalcino,2011,brunello,41.99,94,93.70201,0.29799
Mocali Raunate Brunello di Montalcino Riserva,2010,brunello,85.00,95,94.11064,0.88936
Siro Pacenti Vecchie Vigne Brunello di Montalcino,2011,brunello,84.99,97,94.11055,2.88945
Siro Pacenti PS Brunello di Montalcino Riserva,2010,brunello,159.00,97,94.81370,2.18630
Mastrojanni Brunello di Montalcino,2011,brunello,49.99,93,93.77802,-0.77802
Trivento Eolo Malbec,2012,malbec,99.99,92,92.53310,-0.53310
Castiglion del Bosco Brunello di Montalcino,2011,brunello,46.99,91,93.74951,-2.74951
TintoNegro Limestone Block Malbec,2013,malbec,19.99,90,91.77303,-1.77303
Fossacolle Brunello di Montalcino Riserva,2010,brunello,109.99,93,94.34807,-1.34807
Ruca Malen Reserva Malbec,2014,malbec,18.99,90,91.76353,-1.76353
Fossacolle Brunello di Montalcino,2011,brunello,54.99,94,93.82552,0.17448
Bodega Rolland Mariflor Malbec,2012,malbec,29.99,93,91.86804,1.13196
Salvioni Brunello di Montalcino,2011,brunello,149.99,93,94.72810,-1.72810
Conti Costanti Brunello di Montalcino,2011,brunello,74.99,93,94.01553,-1.01553
La Serena Brunello di Montalcino,2011,brunello,39.99,90,93.68301,-3.68301
Altesino Montosoli Brunello di Montalcino,2011,brunello,89.99,94,94.15805,-0.15805
Gaja Rennina Brunello di Montalcino,2011,brunello,169.99,92,94.91811,-2.91811
Bodega Noemia de Patagonia Rio Negro Valley Malbec,2013,malbec,139.99,98,92.91312,5.08688
Pulenta Gran Malbec X,2012,malbec,44.99,94,92.01055,1.98945
Mocali Brunello di Montalcino Riserva,2010,brunello,84.99,92,94.11055,-2.11055
Banfi Brunello di Montalcino,2011,brunello,63.99,92,93.91103,-1.91103
Fattoi Ofelio & Figli Brunello di Montalcino,2008,brunello,64.99,90,93.92053,-3.92053
Canalicchio di Sopra Brunello di Montalcino,2009,brunello,74.99,91,94.01553,-3.01553
Podere Giodo Brunello di Montalcino,2010,brunello,179.97,100,95.01292,4.98708
La Gerla Brunello di Montalcino,2011,brunello,58.99,93,93.86353,-0.86353
Tapiz Alta Collection Malbec,2013,malbec,20.99,95,91.78253,3.21747
Altesino Brunello di Montalcino Riserva,2010,brunello,129.00,97,94.52867,2.47133
Col d'Orcia Brunello di Montalcino,2011,brunello,52.99,91,93.80652,-2.80652
Fattoria dei Barbi Brunello di Montalcino Vigna del Fiore,2010,brunello,89.99,93,94.15805,-1.15805
Le Chiuse Brunello di Montalcino,2008,brunello,64.99,92,93.92053,-1.92053
Achaval-Ferrer Finca Altamira Malbec,2013,malbec,129.99,93,92.81812,0.18188
Banfi Brunello di Montalcino,2012,brunello,64.99,93,93.92053,-0.92053
Vina Alicia Las Compuertas Malbec,2011,malbec,29.99,92,91.86804,0.13196
El Esteco Don David Malbec Reserve,2014,malbec,18.99,91,91.76353,-0.76353
Casanova di Neri Brunello di Montalcino Cerretalto,2010,brunello,399.97,100,97.10310,2.89690
Kaiken Ultra Malbec,2014,malbec,21.99,91,91.79204,-0.79204
Caparzo Brunello di Montalcino Riserva,2010,brunello,79.99,95,94.06304,0.93696
Yacochuya San Pedro De Yacochuya Malbec,2012,malbec,15.99,91,91.73503,-0.73503
Molino di Sant'Antimo Brunello di Montalcino VARCO 84,2011,brunello,44.98,92,93.73042,-1.73042
Fanti Brunello di Montalcino,2011,brunello,42.99,93,93.71152,-0.71152
Vina Cobos Bramare Marchiori Vineyard Malbec,2013,malbec,89.99,95,92.43809,2.56191
Molino di Sant'Antimo Brunello di Montalcino,2011,brunello,33.99,91,93.62601,-2.62601
Catena Alta Malbec,2013,malbec,49.99,94,92.05806,1.94194
Le Gode Brunello di Montalcino,2006,brunello,85.00,95,94.11064,0.88936
Frescobaldi Castelgiocondo Brunello di Montalcino,2011,brunello,47.98,93,93.75893,-0.75893
Argiano Brunello di Montalcino Riserva,2010,brunello,269.99,92,95.86819,-3.86819
Concha y Toro Gran Reserva Serie Riberas Malbec,2014,malbec,17.99,90,91.75403,-1.75403
Piccini Brunello di Montalcino,2011,brunello,46.99,90,93.74951,-3.74951
Le Chiuse Brunello di Montalcino,2011,brunello,58.99,92,93.86353,-1.86353
Fuligni Brunello di Montalcino,2011,brunello,74.99,94,94.01553,-0.01553
Achaval-Ferrer Mendoza Malbec,2014,malbec,26.99,90,91.83954,-1.83954
Mendel Unus,2012,malbec,47.99,95,92.03905,2.96095
Donatella Cinelli Colombini Brunello di Montalcino,2011,brunello,69.99,93,93.96803,-0.96803
TintoNegro Mendoza Malbec,2015,malbec,9.99,91,91.67802,-0.67802
Gaja Sugarille Brunello di Montalcino,2011,brunello,169.99,93,94.91811,-1.91811
Bodega NQN Malma Finca La Papay Malbec,2015,malbec,13.99,92,91.71603,0.28397
Poggio Antico Brunello di Montalcino,2011,brunello,66.99,93,93.93953,-0.93953
Poggio Antico Brunello di Montalcino Altero,2011,brunello,69.99,95,93.96803,1.03197
Poggio Antico Brunello di Montalcino Riserva,2010,brunello,134.99,98,94.58559,3.41441
Le Potazzine Gorelli Brunello di Montalcino,2011,brunello,57.99,92,93.85403,-1.85403
Le Potazzine Gorelli Brunello di Montalcino,2008,brunello,75.99,91,94.02504,-3.02504
Trapiche Broquel Malbec,2014,malbec,14.99,90,91.72552,-1.72552
Fabre Montmayou Reserva Malbec,2014,malbec,14.99,91,91.72552,-0.72552
Altos las Hormigas Uco Valley Terroir Malbec,2013,malbec,18.99,90,91.76353,-1.76353
Pulenta Estate Malbec,2013,malbec,24.99,92,91.82054,0.17946
La Gerla Riserva Vigna Gli Angeli Brunello di Montalcino,2010,brunello,89.99,96,94.15805,1.84195
Luce Della Vite Brunello di Montalcino,2011,brunello,109.99,95,94.34807,0.65193
Finca Decero Remolinos Vineyard Malbec,2014,malbec,17.99,92,91.75403,0.24597
Fattoria dei Barbi Brunello di Montalcino,2011,brunello,52.99,91,93.80652,-2.80652
Gianni Brunelli Brunello di Montalcino,2011,brunello,57.99,92,93.85403,-1.85403
Tenute Silvio Nardi Brunello di Montalcino,2011,brunello,39.99,91,93.68301,-2.68301
Mocali Brunello di Montalcino,2011,brunello,38.99,91,93.67351,-2.67351
Crios de Susana Balbo Malbec,2015,malbec,11.99,90,91.69703,-1.69703
Fabre Montmayou Grand Vin,2012,malbec,43.99,93,92.00105,0.99895
Poggio Antico Brunello di Montalcino Altero,2004,brunello,89.99,93,94.15805,-1.15805
Corte Pavone Brunello di Montalcino,2010,brunello,89.99,95,94.15805,0.84195
Corte Pavone Brunello di Montalcino,2006,brunello,69.99,96,93.96803,2.03197
Catena Zapata Nicasia Vineyard Malbec,2012,malbec,114.99,95,92.67561,2.32439
Fuligni Brunello di Montalcino Riserva,2010,brunello,164.99,99,94.87061,4.12939
Livio Sassetti Brunello di Montalcino Pertimali Riserva,2010,brunello,129.99,96,94.53809,1.46191
Mendel Malbec,2014,malbec,24.99,91,91.82054,-0.82054
La Poderina Brunello di Montalcino Poggio Abate Riserva,2010,brunello,79.99,95,94.06304,0.93696
Bodegas Renacer Renacer Malbec,2012,malbec,79.99,90,92.34308,-2.34308
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2010,brunello,99.99,96,94.25306,1.74694
Andeluna Malbec,2015,malbec,12.99,90,91.70653,-1.70653
Achaval-Ferrer Finca Mirador Malbec,2013,malbec,139.99,95,92.91312,2.08688
Achaval-Ferrer Finca Bella Vista Malbec,2013,malbec,139.99,95,92.91312,2.08688
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2008,brunello,85.00,92,94.11064,-2.11064
Vina Cobos Bramare Rebon Vineyard Malbec,2013,malbec,94.99,95,92.48559,2.51441
Bodega Colome Estate Malbec,2014,malbec,24.99,92,91.82054,0.17946
Dona Paula Malbec Seleccion de Bodega,2011,malbec,38.99,91,91.95355,-0.95355
Trapiche Oak Cask Malbec,2015,malbec,10.99,90,91.68753,-1.68753
Terrazas de los Andes Reserva Malbec,2014,malbec,21.99,92,91.79204,0.20796
Vina Cobos Felino Malbec,2015,malbec,20.99,91,91.78253,-0.78253
Tapiz Alta Collection Malbec,2014,malbec,19.99,95,91.77303,3.22697
Zuccardi Serie A Malbec,2015,malbec,13.99,91,91.71603,-0.71603
Luca Malbec,2014,malbec,28.99,90,91.85854,-1.85854
Tikal Amorio Malbec,2013,malbec,31.99,91,91.88704,-0.88704
Val di Suga Poggio al Granchio Brunello di Montalcino,2010,brunello,89.99,93,94.15805,-1.15805
Vina Cobos Cobos Malbec,2013,malbec,194.99,99,93.43567,5.56433
Altos las Hormigas Reserva Malbec,2014,malbec,25.99,92,91.83004,0.16996
Zuccardi Q Malbec,2015,malbec,19.99,94,91.77303,2.22697
Vina Cobos Bramare Uco Valley Malbec,2014,malbec,38.99,94,91.95355,2.04645
Vaglio Aggie Malbec,2014,malbec,18.99,93,91.76353,1.23647
Vaglio Temple Malbec,2014,malbec,18.99,94,91.76353,2.23647
Trivento Golden Reserve Malbec,2014,malbec,22.99,92,91.80154,0.19846
Donatella Cinelli Colombini Brunello di Montalcino Riserva,2010,brunello,114.99,94,94.39557,-0.39557
Casisano Brunello di Montalcino,2011,brunello,49.99,93,93.77802,-0.77802
Poggio San Polo Brunello di Montalcino,2011,brunello,64.99,95,93.92053,1.07947
Maipe Reserve Malbec,2015,malbec,20.99,92,91.78253,0.21747
Val di Suga Brunello di Montalcino,2011,brunello,69.99,92,93.96803,-1.96803
Antinori Pian Delle Vigne Brunello Di Montalcino,2011,brunello,59.99,94,93.87303,0.12697
Mendel Unus,2013,malbec,46.99,95,92.02956,2.97044
Fattoria dei Barbi Brunello di Montalcino Riserva,2008,brunello,109.99,91,94.34807,-3.34807
Il Palazzone Brunello di Montalcino Riserva,2010,brunello,89.99,95,94.15805,0.84195
Salentein Reserve Malbec,2015,malbec,20.99,90,91.78253,-1.78253
Capanna Brunello di Montalcino Riserva,2010,brunello,73.99,97,94.00604,2.99396
Kaiken Reserva Malbec,2015,malbec,10.99,91,91.68753,-0.68753
Bodegas Renacer Punto Final Malbec Reserva,2014,malbec,19.99,91,91.77303,-0.77303
Capanna Brunello di Montalcino,2010,brunello,62.99,94,93.90153,0.09847
Altos las Hormigas Clasico Malbec,2015,malbec,12.99,90,91.70653,-1.70653
Norton Malbec Reserva,2014,malbec,12.99,91,91.70653,-0.70653
Renieri Brunello di Montalcino Riserva,2010,brunello,99.99,100,94.25306,5.74694
Catena Zapata Argentino Vineyard Malbec,2012,malbec,124.99,98,92.77061,5.22939
La Posta Fazzio Malbec,2015,malbec,15.99,92,91.73503,0.26497
Achaval-Ferrer Mendoza Malbec,2015,malbec,21.99,92,91.79204,0.20796
Catena Zapata Adrianna Vineyard Fortuna Terrae Malbec,2012,malbec,139.99,100,92.91312,7.08688
Podere Brizio Brunello di Montalcino,2011,brunello,43.99,90,93.72102,-3.72102
Fabre Montmayou Grand Vin,2013,malbec,41.99,93,91.98205,1.01795
Bodega Noemia de Patagonia J. Alberto,2014,malbec,39.99,94,91.96305,2.03695
Andeluna Altitud Malbec,2014,malbec,21.99,92,91.79204,0.20796
Bodegas Nieto Senetiner Don Nicanor Barrel Select Malbec,2014,malbec,28.99,93,91.85854,1.14146
Susana Balbo Signature Malbec,2014,malbec,22.99,93,91.80154,1.19846
Bodega Noemia de Patagonia J. Alberto,2015,malbec,51.99,93,92.07706,0.92294
Trivento Eolo Malbec,2013,malbec,89.99,94,92.43809,1.56191
Molino di Sant'Antimo Brunello di Montalcino Riserva,2010,brunello,64.99,93,93.92053,-0.92053
Canalicchio di Sopra Brunello di Montalcino,2011,brunello,69.98,93,93.96794,-0.96794
Canalicchio di Sopra Brunello di Montalcino Riserva,2010,brunello,129.99,98,94.53809,3.46191
Bodegas Nieto Senetiner Don Nicanor Malbec,2014,malbec,18.99,91,91.76353,-0.76353
Ernesto Catena Selections Padrillos Malbec,2015,malbec,11.99,92,91.69703,0.30297
Calcu Malbec,2014,malbec,13.99,90,91.71603,-1.71603
Fabre Montmayou Reserva Malbec,2015,malbec,15.99,91,91.73503,-0.73503
Capanna Brunello di Montalcino,2009,brunello,54.99,91,93.82552,-2.82552
Valdicava Brunello di Montalcino,2012,brunello,89.99,96,94.15805,1.84195
Canalicchio di Sopra Brunello di Montalcino,2012,brunello,79.99,95,94.06304,0.93696
Vina Alicia Paso de Piedra Malbec,2013,malbec,20.99,90,91.78253,-1.78253
Kaiken Ultra Malbec,2015,malbec,18.99,93,91.76353,1.23647
Livio Sassetti Brunello di Montalcino Pertimali,2011,brunello,52.99,92,93.80652,-1.80652
Ruta 22 Malbec,2016,malbec,11.99,90,91.69703,-1.69703
Bodegas Nieto Senetiner Don Nicanor Malbec,2015,malbec,18.99,92,91.76353,0.23647
Argiano Brunello di Montalcino,2012,brunello,44.98,96,93.73042,2.26958
Talenti Brunello di Montalcino,2012,brunello,36.99,95,93.65451,1.34549
Ciacci Piccolomini d'Aragona Brunello di Montalcino,2012,brunello,57.99,94,93.85403,0.14597
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso,2012,brunello,66.99,97,93.93953,3.06047
Gianni Brunelli Brunello di Montalcino,2012,brunello,56.99,93,93.84453,-0.84453
La Serena Brunello di Montalcino,2012,brunello,49.99,93,93.77802,-0.77802
Le Potazzine Gorelli Brunello di Montalcino,2012,brunello,64.99,91,93.92053,-2.92053
Uccelliera Brunello di Montalcino,2012,brunello,54.99,95,93.82552,1.17448
Mocali Brunello di Montalcino,2012,brunello,44.99,93,93.73051,-0.73051
Mocali Vigna Raunate Brunello di Montalcino,2012,brunello,51.99,94,93.79702,0.20298
Siro Pacenti Brunello di Montalcino Pelagrilli,2012,brunello,45.99,95,93.74002,1.25998
Siro Pacenti Vecchie Vigne Brunello di Montalcino,2012,brunello,84.99,95,94.11055,0.88945
Poggio Nardone Brunello di Montalcino,2012,brunello,34.99,94,93.63551,0.36449
Altesino Brunello di Montalcino,2012,brunello,59.99,93,93.87303,-0.87303
Altesino Montosoli Brunello di Montalcino,2012,brunello,109.99,97,94.34807,2.65193
Livio Sassetti Brunello di Montalcino Pertimali,2012,brunello,69.99,98,93.96803,4.03197
San Filippo Brunello di Montalcino,2012,brunello,53.99,93,93.81602,-0.81602
San Filippo Brunello di Montalcino Le Lucere,2012,brunello,69.99,98,93.96803,4.03197
Bodegas Y Vinedos O. Fournier Alfa Crux Malbec,2011,malbec,38.99,92,91.95355,0.04645
Castiglion del Bosco Brunello di Montalcino,2012,brunello,47.99,96,93.75902,2.24098
Casanuova delle Cerbaie Brunello di Montalcino,2012,brunello,49.99,96,93.77802,2.22198
La Rasina Brunello di Montalcino,2012,brunello,39.99,96,93.68301,2.31699
Renieri Brunello di Montalcino,2012,brunello,64.99,95,93.92053,1.07947
Fanti Brunello di Montalcino,2012,brunello,48.99,94,93.76852,0.23148
Alamos Malbec Mendoza Seleccion,2015,malbec,19.99,92,91.77303,0.22697
La Poderina Brunello di Montalcino Poggio Abate Riserva,2011,brunello,89.99,92,94.15805,-2.15805
Gianni Brunelli Brunello di Montalcino Riserva,2006,brunello,119.99,93,94.44307,-1.44307
La Fortuna Brunello di Montalcino Riserva,2010,brunello,84.99,97,94.11055,2.88945
Fattoria dei Barbi Brunello di Montalcino,2012,brunello,39.99,91,93.68301,-2.68301
Ricardo Santos Malbec,2015,malbec,16.99,90,91.74453,-1.74453
Frescobaldi Castelgiocondo Brunello di Montalcino,2012,brunello,78.99,93,94.05354,-1.05354
La Posta Angel Paulucci Vineyard Malbec,2015,malbec,16.99,90,91.74453,-1.74453
Flechas De Los Andes Gran Malbec,2013,malbec,28.99,92,91.85854,0.14146
Terrazas de los Andes Reserva Malbec,2015,malbec,19.99,92,91.77303,0.22697
Molino di Sant'Antimo Brunello di Montalcino,2012,brunello,37.99,93,93.66401,-0.66401
Casanova di Neri Brunello di Montalcino Tenuta Nuova,2012,brunello,94.99,96,94.20555,1.79445
Casanova di Neri Brunello di Montalcino White Label,2012,brunello,64.99,92,93.92053,-1.92053
Siro Pacenti Brunello di Montalcino Pelagrilli,2011,brunello,43.99,91,93.72102,-2.72102
Tapiz Seleccion de Barricas Red,2011,malbec,37.99,93,91.94405,1.05595
Il Poggione Brunello di Montalcino,2012,brunello,74.99,93,94.01553,-1.01553
Poggio San Polo Brunello di Montalcino,2012,brunello,59.99,91,93.87303,-2.87303
TintoNegro Uco Valley-Mendoza Malbec,2015,malbec,13.99,89,91.71603,-2.71603
La Rasina Brunello di Montalcino,2004,brunello,45.99,93,93.74002,-0.74002
Ricardo Santos Gran Reserva Malbec,2011,malbec,37.99,91,91.94405,-0.94405
Tomero Malbec Gran Reserva,2013,malbec,69.99,93,92.24807,0.75193
San Felice Campogiovanni Brunello di Montalcino,2012,brunello,55.99,93,93.83502,-0.83502
Marcelo Pelleriti Reserve Malbec,2014,malbec,19.99,93,91.77303,1.22697
San Felice Campogiovanni Brunello di Montalcino,2011,brunello,58.99,93,93.86353,-0.86353
Zuccardi Concreto Malbec,2015,malbec,33.99,93,91.90604,1.09396
La Colombina Brunello di Montalcino,2012,brunello,34.99,92,93.63551,-1.63551
TintoNegro Limestone Block Malbec,2014,malbec,20.99,91,91.78253,-0.78253
Capanna Brunello di Montalcino,2011,brunello,39.99,93,93.68301,-0.68301
Collosorbo Brunello di Montalcino,2011,brunello,48.99,93,93.76852,-0.76852
Fanti Vigne le Macchiarelle Brunello di Montalcino Riserva,2010,brunello,104.99,97,94.30056,2.69944
Fanti Vallocchio Brunello di Montalcino,2012,brunello,63.99,92,93.91103,-1.91103
Achaval-Ferrer Finca Altamira Malbec,2014,malbec,129.99,96,92.81812,3.18188
Le Chiuse Brunello di Montalcino,2012,brunello,74.99,93,94.01553,-1.01553
Caparzo Brunello di Montalcino La Casa,2011,brunello,76.99,94,94.03454,-0.03454
Antinori Pian Delle Vigne Brunello Di Montalcino,2012,brunello,74.99,94,94.01553,-0.01553
Vitanza Tradizione Brunello di Montalcino,2008,brunello,58.99,90,93.86353,-3.86353
Poggio di Sotto Brunello di Montalcino Riserva,2010,brunello,559.99,98,98.62341,-0.62341
Camigliano Brunello di Montalcino,2012,brunello,44.99,92,93.73051,-1.73051
Collosorbo Brunello di Montalcino,2012,brunello,39.99,95,93.68301,1.31699
Fuligni Brunello di Montalcino dei Cottimelli,2006,brunello,129.99,96,94.53809,1.46191
Voliero Brunello di Montalcino,2012,brunello,57.99,91,93.85403,-2.85403
Piancornello Brunello di Montalcino,2011,brunello,49.99,93,93.77802,-0.77802
Molino di Sant'Antimo Brunello di Montalcino VARCO 84,2012,brunello,48.99,92,93.76852,-1.76852
De Martino Las Cruces Malbec,2013,malbec,44.99,95,92.01055,2.98945
De Martino Limavida Malbec,2011,malbec,38.99,92,91.95355,0.04645
Bodega Noemia de Patagonia Rio Negro Valley Malbec,2014,malbec,99.99,95,92.53310,2.46690
Bodega Monteviejo Lindaflor La Violeta,2009,malbec,110.99,94,92.63760,1.36240
Col d'Orcia Brunello di Montalcino,2012,brunello,52.99,93,93.80652,-0.80652
Bodega Cuarto Dominio Malbec,2014,malbec,55.99,95,92.11506,2.88494
Bodega Aniello 006 Malbec,2015,malbec,15.99,91,91.73503,-0.73503
Bodegas San Huberto La Rioja Malbec,2015,malbec,8.99,90,91.66853,-1.66853
Cuvelier Los Andes Malbec,2015,malbec,17.99,92,91.75403,0.24597
Altos las Hormigas Gualtallary Malbec,2014,malbec,39.99,92,91.96305,0.03695
Bodini Malbec,2016,malbec,12.99,90,91.70653,-1.70653
Mendel Malbec,2015,malbec,26.99,93,91.83954,1.16046
Altos las Hormigas Uco Valley Terroir Malbec,2015,malbec,18.99,89,91.76353,-2.76353
Camigliano Gualto Brunello di Montalcino Riserva,2011,brunello,89.99,92,94.15805,-2.15805
Fossacolle Brunello di Montalcino,2012,brunello,69.99,92,93.96803,-1.96803
Fanti Vallocchio Brunello di Montalcino,2010,brunello,64.99,94,93.92053,0.07947
CARO Aruma Malbec,2016,malbec,14.99,91,91.72552,-0.72552
Kaiken Mai Malbec,2013,malbec,79.99,97,92.34308,4.65692
Vina Cobos Felino Malbec,2016,malbec,19.99,92,91.77303,0.22697
Zuccardi Finca Canal Uco,2012,malbec,119.99,95,92.72311,2.27689
Catena Zapata Adrianna Vineyard Fortuna Terrae Malbec,2013,malbec,138.99,96,92.90363,3.09637
Finca Sophenia  E.S. Vino Malbec,2014,malbec,9.99,92,91.67802,0.32198
Trapiche Oak Cask Malbec,2016,malbec,10.99,90,91.68753,-1.68753
Achaval-Ferrer Mendoza Malbec,2016,malbec,17.98,91,91.75394,-0.75394
Vina Cobos Bramare Lujan de Cuyo Malbec,2014,malbec,37.99,96,91.94405,4.05595
Tenute Silvio Nardi Brunello di Montalcino,2012,brunello,57.99,93,93.85403,-0.85403
Alamos Malbec,2016,malbec,9.99,91,91.67802,-0.67802
Donatella Cinelli Colombini Brunello di Montalcino,2012,brunello,69.99,92,93.96803,-1.96803
Zuccardi Aluvional Altamira Malbec,2012,malbec,84.99,96,92.39058,3.60942
Caparzo Brunello di Montalcino La Casa,2012,brunello,74.99,94,94.01553,-0.01553
Catena Alta Malbec,2014,malbec,45.99,95,92.02005,2.97995
Poggio Antico Brunello di Montalcino,2012,brunello,66.99,95,93.93953,1.06047
Finca Decero Remolinos Vineyard Malbec,2015,malbec,17.98,90,91.75394,-1.75394
La Fortuna Brunello di Montalcino Riserva,2010,brunello,71.99,97,93.98704,3.01296
Palazzo Brunello di Montalcino,2010,brunello,56.99,98,93.84453,4.15547
Fattoria La Lecciaia Brunello di Montalcino,2012,brunello,41.99,92,93.70201,-1.70201
Azienda Vitivinicola Terre Nere Brunello di Montalcino Campigli Vallone,2010,brunello,71.99,95,93.98704,1.01296
Fattoria La Lecciaia Brunello di Montalcino,2009,brunello,49.99,90,93.77802,-3.77802
La Poderina Brunello di Montalcino Poggio Abate Riserva,2012,brunello,89.99,92,94.15805,-2.15805
Graffito Malbec,2015,malbec,19.99,92,91.77303,0.22697
Donna Olga Brunello di Montalcino,2004,brunello,41.99,90,93.70201,-3.70201
La Colombina Brunello di Montalcino,2013,brunello,44.99,91,93.73051,-2.73051
Manos Negras Stone Soil Select Malbec,2014,malbec,20.99,93,91.78253,1.21747
Fuligni Brunello di Montalcino,2012,brunello,84.99,95,94.11055,0.88945
El Enemigo Malbec,2014,malbec,24.99,90,91.82054,-1.82054
Argento Reserva Malbec,2014,malbec,18.99,92,91.76353,0.23647
Dona Paula Malbec Seleccion de Bodega,2014,malbec,37.99,92,91.94405,0.05595
Luca Old Vine Malbec,2015,malbec,29.99,93,91.86804,1.13196
Pulenta Gran Malbec X,2013,malbec,44.99,97,92.01055,4.98945
Vina Cobos Bramare Rebon Vineyard Malbec,2014,malbec,89.99,94,92.43809,1.56191
Vina Cobos Bramare Marchiori Vineyard Malbec,2014,malbec,94.99,94,92.48559,1.51441
Zuccardi Aluvional Altamira Malbec,2013,malbec,79.99,94,92.34308,1.65692
Zuccardi Finca Piedra Infinita Altamira,2013,malbec,109.99,96,92.62810,3.37190
Bodegas Renacer Punto Final Malbec Reserva,2015,malbec,19.99,90,91.77303,-1.77303
Ernesto Catena Selections Tahuan Malbec,2015,malbec,15.99,90,91.73503,-1.73503
Verum Malbec,2014,malbec,17.99,92,91.75403,0.24597
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2011,brunello,94.99,93,94.20555,-1.20555
Famiglia Bianchi Malbec,2014,malbec,18.99,91,91.76353,-0.76353
Alta Vista Premium Malbec,2015,malbec,20.99,89,91.78253,-2.78253
Catena Malbec,2015,malbec,18.99,92,91.76353,0.23647
Caparzo Brunello di Montalcino Riserva,2011,brunello,84.99,92,94.11055,-2.11055
Dona Paula Estate Malbec,2016,malbec,12.99,92,91.70653,0.29347
La Gerla Brunello di Montalcino,2012,brunello,54.99,91,93.82552,-2.82552
Capanna Brunello di Montalcino,2012,brunello,53.99,94,93.81602,0.18398
Trivento Golden Reserve Malbec,2015,malbec,21.99,94,91.79204,2.20796
Tomero Malbec Gran Reserva,2015,malbec,74.99,92,92.29558,-0.29558
Mocali Brunello di Montalcino Vigna delle Raunate Riserva,2012,brunello,43.99,95,93.72102,1.27898
Eighty Four Malbec,2013,malbec,49.99,91,92.05806,-1.05806
Altos las Hormigas Appellation Paraje Altamira Malbec,2015,malbec,42.99,93,91.99155,1.00845
Mocali Brunello di Montalcino Riserva,2011,brunello,69.99,93,93.96803,-0.96803
Antinori Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva,2010,brunello,145.00,98,94.68069,3.31931
Concha y Toro Gran Reserva Serie Riberas Malbec,2015,malbec,15.99,92,91.73503,0.26497
Mastrojanni Brunello di Montalcino,2012,brunello,66.99,94,93.93953,0.06047
Mastrojanni Brunello di Montalcino Vigna Schiena d'Asino,2010,brunello,159.99,94,94.82310,-0.82310
Montes Alpha Series Malbec,2014,malbec,21.99,92,91.79204,0.20796
BenMarco Malbec,2014,malbec,16.99,93,91.74453,1.25547
Catena Zapata Argentino Vineyard Malbec,2013,malbec,119.99,93,92.72311,0.27689
