name,vintage,type,price,score,prediction,difference
Il Poggione Brunello di Montalcino Riserva Vigna Paganelli,2010,brunello,115.00,97,94.44052,2.55948
Koyle LTU Malbec,2009,malbec,56.99,93,91.77585,1.22415
Valdicava Brunello Riserva Madonna del Piano,2010,brunello,269.99,100,95.35519,4.64481
Pulenta Estate Malbec,2012,malbec,26.99,90,91.65388,-1.65388
Altesino Brunello di Montalcino,2011,brunello,58.99,92,94.12833,-2.12833
Il Poggione Brunello di Montalcino,2011,brunello,74.99,93,94.22276,-1.22276
Bodega Cuarto Dominio Tolentino Winemaker's Selection Malbec,2014,malbec,17.99,91,91.63750,-0.63750
Casarena Jamilla's Vineyard Malbec,2012,malbec,32.99,90,91.68930,-1.68930
Frescobaldi Castelgiocondo Brunello di Montalcino Riserva,2009,brunello,141.99,94,94.58144,-0.58144
Caparzo Brunello di Montalcino,2012,brunello,39.99,91,94.03456,-3.03456
Luigi Bosca Malbec,2013,malbec,18.99,92,91.62504,0.37496
Finca El Origen Reserva Malbec,2015,malbec,13.99,90,91.63225,-1.63225
Bodegas Y Vinedos O. Fournier Urban Uco Malbec,2014,malbec,12.99,90,91.60799,-1.60799
Belasco de Baquedano Llama Malbec,2015,malbec,14.99,92,91.63815,0.36185
Zuccardi Q Malbec,2014,malbec,19.99,92,91.64930,0.35070
Argiano Brunello di Montalcino,2011,brunello,55.99,93,94.11063,-1.11063
Camigliano Brunello di Montalcino,2011,brunello,54.99,93,94.10473,-1.10473
Ruca Malen Terroir Series Malbec,2013,malbec,20.99,91,91.63684,-0.63684
Casarena Lauren's Vineyard Malbec,2012,malbec,45.99,92,91.76602,0.23398
Don Rodolfo Malbec,2015,malbec,13.99,90,91.63225,-1.63225
Ricardo Santos Malbec,2014,malbec,18.99,90,91.64340,-1.64340
La Serena Brunello di Montalcino Riserva Gemini,2007,brunello,89.99,97,94.23784,2.76216
Casanova di Neri Brunello di Montalcino Tenuta Nuova,2011,brunello,86.99,94,94.29358,-0.29358
Antucura Malbec,2015,malbec,18.99,91,91.66176,-0.66176
Molino di Sant'Antimo Brunello di Montalcino VARCO 84,2010,brunello,39.99,93,93.99784,-0.99784
Caparzo Brunello di Montalcino,2011,brunello,37.99,93,94.00440,-1.00440
MAAL Biutiful Malbec,2014,malbec,19.99,90,91.64930,-1.64930
Camigliano Gualto Brunello di Montalcino Riserva,2010,brunello,109.99,96,94.41095,1.58905
Ciacci Piccolomini d'Aragona Brunello di Montalcino,2011,brunello,49.99,94,94.07523,-0.07523
La Serena Brunello di Montalcino Riserva Gemini,2010,brunello,99.99,96,94.35193,1.64807
San Filippo Brunello di Montalcino,2011,brunello,51.99,94,94.08702,-0.08702
Uccelliera Brunello di Montalcino,2011,brunello,68.99,94,94.18735,-0.18735
Uccelliera Brunello di Montalcino Riserva,2010,brunello,164.97,98,94.73541,3.26459
Voliero Brunello di Montalcino,2011,brunello,41.99,94,94.02801,-0.02801
Mocali Raunate Brunello di Montalcino Riserva,2010,brunello,85.00,95,94.26347,0.73653
Siro Pacenti Vecchie Vigne Brunello di Montalcino,2011,brunello,84.99,97,94.28177,2.71823
Siro Pacenti PS Brunello di Montalcino Riserva,2010,brunello,159.00,97,94.70018,2.29982
Mastrojanni Brunello di Montalcino,2011,brunello,49.99,93,94.07523,-1.07523
Trivento Eolo Malbec,2012,malbec,99.99,92,92.08470,-0.08470
Castiglion del Bosco Brunello di Montalcino,2011,brunello,46.99,91,94.05751,-3.05751
TintoNegro Limestone Block Malbec,2013,malbec,19.99,90,91.63094,-1.63094
Fossacolle Brunello di Montalcino Riserva,2010,brunello,109.99,93,94.41095,-1.41095
Ruca Malen Reserva Malbec,2014,malbec,18.99,90,91.64340,-1.64340
Fossacolle Brunello di Montalcino,2011,brunello,54.99,94,94.10473,-0.10473
Bodega Rolland Mariflor Malbec,2012,malbec,29.99,93,91.67159,1.32841
Salvioni Brunello di Montalcino,2011,brunello,149.99,93,94.66537,-1.66537
Conti Costanti Brunello di Montalcino,2011,brunello,74.99,93,94.22276,-1.22276
La Serena Brunello di Montalcino,2011,brunello,39.99,90,94.01620,-4.01620
Altesino Montosoli Brunello di Montalcino,2011,brunello,89.99,94,94.31128,-0.31128
Gaja Rennina Brunello di Montalcino,2011,brunello,169.99,92,94.78340,-2.78340
Bodega Noemia de Patagonia Rio Negro Valley Malbec,2013,malbec,139.99,98,92.33913,5.66087
Pulenta Gran Malbec X,2012,malbec,44.99,94,91.76012,2.23988
Mocali Brunello di Montalcino Riserva,2010,brunello,84.99,92,94.26341,-2.26341
Banfi Brunello di Montalcino,2011,brunello,63.99,92,94.15784,-2.15784
Fattoi Ofelio & Figli Brunello di Montalcino,2008,brunello,64.99,90,94.10866,-4.10866
Canalicchio di Sopra Brunello di Montalcino,2009,brunello,74.99,91,94.18604,-3.18604
Podere Giodo Brunello di Montalcino,2010,brunello,179.97,100,94.82394,5.17606
La Gerla Brunello di Montalcino,2011,brunello,58.99,93,94.12833,-1.12833
Tapiz Alta Collection Malbec,2013,malbec,20.99,95,91.63684,3.36316
Altesino Brunello di Montalcino Riserva,2010,brunello,129.00,97,94.52313,2.47687
Col d'Orcia Brunello di Montalcino,2011,brunello,52.99,91,94.09293,-3.09293
Fattoria dei Barbi Brunello di Montalcino Vigna del Fiore,2010,brunello,89.99,93,94.29292,-1.29292
Le Chiuse Brunello di Montalcino,2008,brunello,64.99,92,94.10866,-2.10866
Achaval-Ferrer Finca Altamira Malbec,2013,malbec,129.99,93,92.28011,0.71989
Banfi Brunello di Montalcino,2012,brunello,64.99,93,94.18210,-1.18210
Vina Alicia Las Compuertas Malbec,2011,malbec,29.99,92,91.65323,0.34677
El Esteco Don David Malbec Reserve,2014,malbec,18.99,91,91.64340,-0.64340
Casanova di Neri Brunello di Montalcino Cerretalto,2010,brunello,399.97,100,96.12228,3.87772
Kaiken Ultra Malbec,2014,malbec,21.99,91,91.66110,-0.66110
Caparzo Brunello di Montalcino Riserva,2010,brunello,79.99,95,94.23390,0.76610
Yacochuya San Pedro De Yacochuya Malbec,2012,malbec,15.99,91,91.58897,-0.58897
Molino di Sant'Antimo Brunello di Montalcino VARCO 84,2011,brunello,44.98,92,94.04565,-2.04565
Fanti Brunello di Montalcino,2011,brunello,42.99,93,94.03391,-1.03391
Vina Cobos Bramare Marchiori Vineyard Malbec,2013,malbec,89.99,95,92.04405,2.95595
Molino di Sant'Antimo Brunello di Montalcino,2011,brunello,33.99,91,93.98080,-2.98080
Catena Alta Malbec,2013,malbec,49.99,94,91.80798,2.19202
Le Gode Brunello di Montalcino,2006,brunello,85.00,95,94.19003,0.80997
Frescobaldi Castelgiocondo Brunello di Montalcino,2011,brunello,47.98,93,94.06335,-1.06335
Argiano Brunello di Montalcino Riserva,2010,brunello,269.99,92,95.35519,-3.35519
Concha y Toro Gran Reserva Serie Riberas Malbec,2014,malbec,17.99,90,91.63750,-1.63750
Piccini Brunello di Montalcino,2011,brunello,46.99,90,94.05751,-4.05751
Le Chiuse Brunello di Montalcino,2011,brunello,58.99,92,94.12833,-2.12833
Fuligni Brunello di Montalcino,2011,brunello,74.99,94,94.22276,-0.22276
Achaval-Ferrer Mendoza Malbec,2014,malbec,26.99,90,91.69061,-1.69061
Mendel Unus,2012,malbec,47.99,95,91.77782,3.22218
Donatella Cinelli Colombini Brunello di Montalcino,2011,brunello,69.99,93,94.19325,-1.19325
TintoNegro Mendoza Malbec,2015,malbec,9.99,91,91.60864,-0.60864
Gaja Sugarille Brunello di Montalcino,2011,brunello,169.99,93,94.78340,-1.78340
Bodega NQN Malma Finca La Papay Malbec,2015,malbec,13.99,92,91.63225,0.36775
Poggio Antico Brunello di Montalcino,2011,brunello,66.99,93,94.17555,-1.17555
Poggio Antico Brunello di Montalcino Altero,2011,brunello,69.99,95,94.19325,0.80675
Poggio Antico Brunello di Montalcino Riserva,2010,brunello,134.99,98,94.55849,3.44151
Le Potazzine Gorelli Brunello di Montalcino,2011,brunello,57.99,92,94.12244,-2.12244
Le Potazzine Gorelli Brunello di Montalcino,2008,brunello,75.99,91,94.17358,-3.17358
Trapiche Broquel Malbec,2014,malbec,14.99,90,91.61980,-1.61980
Fabre Montmayou Reserva Malbec,2014,malbec,14.99,91,91.61980,-0.61980
Altos las Hormigas Uco Valley Terroir Malbec,2013,malbec,18.99,90,91.62504,-1.62504
Pulenta Estate Malbec,2013,malbec,24.99,92,91.66045,0.33955
La Gerla Riserva Vigna Gli Angeli Brunello di Montalcino,2010,brunello,89.99,96,94.29292,1.70708
Luce Della Vite Brunello di Montalcino,2011,brunello,109.99,95,94.42931,0.57069
Finca Decero Remolinos Vineyard Malbec,2014,malbec,17.99,92,91.63750,0.36250
Fattoria dei Barbi Brunello di Montalcino,2011,brunello,52.99,91,94.09293,-3.09293
Gianni Brunelli Brunello di Montalcino,2011,brunello,57.99,92,94.12244,-2.12244
Tenute Silvio Nardi Brunello di Montalcino,2011,brunello,39.99,91,94.01620,-3.01620
Mocali Brunello di Montalcino,2011,brunello,38.99,91,94.01030,-3.01030
Crios de Susana Balbo Malbec,2015,malbec,11.99,90,91.62045,-1.62045
Fabre Montmayou Grand Vin,2012,malbec,43.99,93,91.75421,1.24579
Poggio Antico Brunello di Montalcino Altero,2004,brunello,89.99,93,94.18275,-1.18275
Corte Pavone Brunello di Montalcino,2010,brunello,89.99,95,94.29292,0.70708
Corte Pavone Brunello di Montalcino,2006,brunello,69.99,96,94.10144,1.89856
Catena Zapata Nicasia Vineyard Malbec,2012,malbec,114.99,95,92.17322,2.82678
Fuligni Brunello di Montalcino Riserva,2010,brunello,164.99,99,94.73553,4.26447
Livio Sassetti Brunello di Montalcino Pertimali Riserva,2010,brunello,129.99,96,94.52898,1.47102
Mendel Malbec,2014,malbec,24.99,91,91.67880,-0.67880
La Poderina Brunello di Montalcino Poggio Abate Riserva,2010,brunello,79.99,95,94.23390,0.76610
Bodegas Renacer Renacer Malbec,2012,malbec,79.99,90,91.96667,-1.96667
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2010,brunello,99.99,96,94.35193,1.64807
Andeluna Malbec,2015,malbec,12.99,90,91.62634,-1.62634
Achaval-Ferrer Finca Mirador Malbec,2013,malbec,139.99,95,92.33913,2.66087
Achaval-Ferrer Finca Bella Vista Malbec,2013,malbec,139.99,95,92.33913,2.66087
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2008,brunello,85.00,92,94.22675,-2.22675
Vina Cobos Bramare Rebon Vineyard Malbec,2013,malbec,94.99,95,92.07355,2.92645
Bodega Colome Estate Malbec,2014,malbec,24.99,92,91.67880,0.32120
Dona Paula Malbec Seleccion de Bodega,2011,malbec,38.99,91,91.70634,-0.70634
Trapiche Oak Cask Malbec,2015,malbec,10.99,90,91.61455,-1.61455
Terrazas de los Andes Reserva Malbec,2014,malbec,21.99,92,91.66110,0.33890
Vina Cobos Felino Malbec,2015,malbec,20.99,91,91.67356,-0.67356
Tapiz Alta Collection Malbec,2014,malbec,19.99,95,91.64930,3.35070
Zuccardi Serie A Malbec,2015,malbec,13.99,91,91.63225,-0.63225
Luca Malbec,2014,malbec,28.99,90,91.70241,-1.70241
Tikal Amorio Malbec,2013,malbec,31.99,91,91.70175,-0.70175
Val di Suga Poggio al Granchio Brunello di Montalcino,2010,brunello,89.99,93,94.29292,-1.29292
Vina Cobos Cobos Malbec,2013,malbec,194.99,99,92.66371,6.33629
Altos las Hormigas Reserva Malbec,2014,malbec,25.99,92,91.68471,0.31529
Zuccardi Q Malbec,2015,malbec,19.99,94,91.66766,2.33234
Vina Cobos Bramare Uco Valley Malbec,2014,malbec,38.99,94,91.76143,2.23857
Vaglio Aggie Malbec,2014,malbec,18.99,93,91.64340,1.35660
Vaglio Temple Malbec,2014,malbec,18.99,94,91.64340,2.35660
Trivento Golden Reserve Malbec,2014,malbec,22.99,92,91.66701,0.33299
Donatella Cinelli Colombini Brunello di Montalcino Riserva,2010,brunello,114.99,94,94.44046,-0.44046
Casisano Brunello di Montalcino,2011,brunello,49.99,93,94.07523,-1.07523
Poggio San Polo Brunello di Montalcino,2011,brunello,64.99,95,94.16374,0.83626
Maipe Reserve Malbec,2015,malbec,20.99,92,91.67356,0.32644
Val di Suga Brunello di Montalcino,2011,brunello,69.99,92,94.19325,-2.19325
Antinori Pian Delle Vigne Brunello Di Montalcino,2011,brunello,59.99,94,94.13423,-0.13423
Mendel Unus,2013,malbec,46.99,95,91.79028,3.20972
Fattoria dei Barbi Brunello di Montalcino Riserva,2008,brunello,109.99,91,94.37423,-3.37423
Il Palazzone Brunello di Montalcino Riserva,2010,brunello,89.99,95,94.29292,0.70708
Salentein Reserve Malbec,2015,malbec,20.99,90,91.67356,-1.67356
Capanna Brunello di Montalcino Riserva,2010,brunello,73.99,97,94.19849,2.80151
Kaiken Reserva Malbec,2015,malbec,10.99,91,91.61455,-0.61455
Bodegas Renacer Punto Final Malbec Reserva,2014,malbec,19.99,91,91.64930,-0.64930
Capanna Brunello di Montalcino,2010,brunello,62.99,94,94.13358,-0.13358
Altos las Hormigas Clasico Malbec,2015,malbec,12.99,90,91.62634,-1.62634
Norton Malbec Reserva,2014,malbec,12.99,91,91.60799,-0.60799
Renieri Brunello di Montalcino Riserva,2010,brunello,99.99,100,94.35193,5.64807
Catena Zapata Argentino Vineyard Malbec,2012,malbec,124.99,98,92.23224,5.76776
La Posta Fazzio Malbec,2015,malbec,15.99,92,91.64406,0.35594
Achaval-Ferrer Mendoza Malbec,2015,malbec,21.99,92,91.67946,0.32054
Catena Zapata Adrianna Vineyard Fortuna Terrae Malbec,2012,malbec,139.99,100,92.32076,7.67924
Podere Brizio Brunello di Montalcino,2011,brunello,43.99,90,94.03981,-4.03981
Fabre Montmayou Grand Vin,2013,malbec,41.99,93,91.76077,1.23923
Bodega Noemia de Patagonia J. Alberto,2014,malbec,39.99,94,91.76733,2.23267
Andeluna Altitud Malbec,2014,malbec,21.99,92,91.66110,0.33890
Bodegas Nieto Senetiner Don Nicanor Barrel Select Malbec,2014,malbec,28.99,93,91.70241,1.29759
Susana Balbo Signature Malbec,2014,malbec,22.99,93,91.66701,1.33299
Bodega Noemia de Patagonia J. Alberto,2015,malbec,51.99,93,91.85651,1.14349
Trivento Eolo Malbec,2013,malbec,89.99,94,92.04405,1.95595
Molino di Sant'Antimo Brunello di Montalcino Riserva,2010,brunello,64.99,93,94.14539,-1.14539
Canalicchio di Sopra Brunello di Montalcino,2011,brunello,69.98,93,94.19319,-1.19319
Canalicchio di Sopra Brunello di Montalcino Riserva,2010,brunello,129.99,98,94.52898,3.47102
Bodegas Nieto Senetiner Don Nicanor Malbec,2014,malbec,18.99,91,91.64340,-0.64340
Ernesto Catena Selections Padrillos Malbec,2015,malbec,11.99,92,91.62045,0.37955
Calcu Malbec,2014,malbec,13.99,90,91.61389,-1.61389
Fabre Montmayou Reserva Malbec,2015,malbec,15.99,91,91.64406,-0.64406
Capanna Brunello di Montalcino,2009,brunello,54.99,91,94.06801,-3.06801
Valdicava Brunello di Montalcino,2012,brunello,89.99,96,94.32964,1.67036
Canalicchio di Sopra Brunello di Montalcino,2012,brunello,79.99,95,94.27062,0.72938
Vina Alicia Paso de Piedra Malbec,2013,malbec,20.99,90,91.63684,-1.63684
Kaiken Ultra Malbec,2015,malbec,18.99,93,91.66176,1.33824
Livio Sassetti Brunello di Montalcino Pertimali,2011,brunello,52.99,92,94.09293,-2.09293
Ruta 22 Malbec,2016,malbec,11.99,90,91.63881,-1.63881
Bodegas Nieto Senetiner Don Nicanor Malbec,2015,malbec,18.99,92,91.66176,0.33824
Argiano Brunello di Montalcino,2012,brunello,44.98,96,94.06401,1.93599
Talenti Brunello di Montalcino,2012,brunello,36.99,95,94.01686,0.98314
Ciacci Piccolomini d'Aragona Brunello di Montalcino,2012,brunello,57.99,94,94.14079,-0.14079
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso,2012,brunello,66.99,97,94.19391,2.80609
Gianni Brunelli Brunello di Montalcino,2012,brunello,56.99,93,94.13489,-1.13489
La Serena Brunello di Montalcino,2012,brunello,49.99,93,94.09358,-1.09358
Le Potazzine Gorelli Brunello di Montalcino,2012,brunello,64.99,91,94.18210,-3.18210
Uccelliera Brunello di Montalcino,2012,brunello,54.99,95,94.12309,0.87691
Mocali Brunello di Montalcino,2012,brunello,44.99,93,94.06407,-1.06407
Mocali Vigna Raunate Brunello di Montalcino,2012,brunello,51.99,94,94.10538,-0.10538
Siro Pacenti Brunello di Montalcino Pelagrilli,2012,brunello,45.99,95,94.06998,0.93002
Siro Pacenti Vecchie Vigne Brunello di Montalcino,2012,brunello,84.99,95,94.30013,0.69987
Poggio Nardone Brunello di Montalcino,2012,brunello,34.99,94,94.00505,-0.00505
Altesino Brunello di Montalcino,2012,brunello,59.99,93,94.15259,-1.15259
Altesino Montosoli Brunello di Montalcino,2012,brunello,109.99,97,94.44767,2.55233
Livio Sassetti Brunello di Montalcino Pertimali,2012,brunello,69.99,98,94.21161,3.78839
San Filippo Brunello di Montalcino,2012,brunello,53.99,93,94.11719,-1.11719
San Filippo Brunello di Montalcino Le Lucere,2012,brunello,69.99,98,94.21161,3.78839
Bodegas Y Vinedos O. Fournier Alfa Crux Malbec,2011,malbec,38.99,92,91.70634,0.29366
Castiglion del Bosco Brunello di Montalcino,2012,brunello,47.99,96,94.08177,1.91823
Casanuova delle Cerbaie Brunello di Montalcino,2012,brunello,49.99,96,94.09358,1.90642
La Rasina Brunello di Montalcino,2012,brunello,39.99,96,94.03456,1.96544
Renieri Brunello di Montalcino,2012,brunello,64.99,95,94.18210,0.81790
Fanti Brunello di Montalcino,2012,brunello,48.99,94,94.08768,-0.08768
Alamos Malbec Mendoza Seleccion,2015,malbec,19.99,92,91.66766,0.33234
La Poderina Brunello di Montalcino Poggio Abate Riserva,2011,brunello,89.99,92,94.31128,-2.31128
Gianni Brunelli Brunello di Montalcino Riserva,2006,brunello,119.99,93,94.39651,-1.39651
La Fortuna Brunello di Montalcino Riserva,2010,brunello,84.99,97,94.26341,2.73659
Fattoria dei Barbi Brunello di Montalcino,2012,brunello,39.99,91,94.03456,-3.03456
Ricardo Santos Malbec,2015,malbec,16.99,90,91.64996,-1.64996
Frescobaldi Castelgiocondo Brunello di Montalcino,2012,brunello,78.99,93,94.26472,-1.26472
La Posta Angel Paulucci Vineyard Malbec,2015,malbec,16.99,90,91.64996,-1.64996
Flechas De Los Andes Gran Malbec,2013,malbec,28.99,92,91.68405,0.31595
Terrazas de los Andes Reserva Malbec,2015,malbec,19.99,92,91.66766,0.33234
Molino di Sant'Antimo Brunello di Montalcino,2012,brunello,37.99,93,94.02276,-1.02276
Casanova di Neri Brunello di Montalcino Tenuta Nuova,2012,brunello,94.99,96,94.35915,1.64085
Casanova di Neri Brunello di Montalcino White Label,2012,brunello,64.99,92,94.18210,-2.18210
Siro Pacenti Brunello di Montalcino Pelagrilli,2011,brunello,43.99,91,94.03981,-3.03981
Tapiz Seleccion de Barricas Red,2011,malbec,37.99,93,91.70045,1.29955
Il Poggione Brunello di Montalcino,2012,brunello,74.99,93,94.24112,-1.24112
Poggio San Polo Brunello di Montalcino,2012,brunello,59.99,91,94.15259,-3.15259
TintoNegro Uco Valley-Mendoza Malbec,2015,malbec,13.99,89,91.63225,-2.63225
La Rasina Brunello di Montalcino,2004,brunello,45.99,93,93.92308,-0.92308
Ricardo Santos Gran Reserva Malbec,2011,malbec,37.99,91,91.70045,-0.70045
Tomero Malbec Gran Reserva,2013,malbec,69.99,93,91.92601,1.07399
San Felice Campogiovanni Brunello di Montalcino,2012,brunello,55.99,93,94.12898,-1.12898
Marcelo Pelleriti Reserve Malbec,2014,malbec,19.99,93,91.64930,1.35070
San Felice Campogiovanni Brunello di Montalcino,2011,brunello,58.99,93,94.12833,-1.12833
Zuccardi Concreto Malbec,2015,malbec,33.99,93,91.75028,1.24972
La Colombina Brunello di Montalcino,2012,brunello,34.99,92,94.00505,-2.00505
TintoNegro Limestone Block Malbec,2014,malbec,20.99,91,91.65520,-0.65520
Capanna Brunello di Montalcino,2011,brunello,39.99,93,94.01620,-1.01620
Collosorbo Brunello di Montalcino,2011,brunello,48.99,93,94.06932,-1.06932
Fanti Vigne le Macchiarelle Brunello di Montalcino Riserva,2010,brunello,104.99,97,94.38144,2.61856
Fanti Vallocchio Brunello di Montalcino,2012,brunello,63.99,92,94.17619,-2.17619
Achaval-Ferrer Finca Altamira Malbec,2014,malbec,129.99,96,92.29847,3.70153
Le Chiuse Brunello di Montalcino,2012,brunello,74.99,93,94.24112,-1.24112
Caparzo Brunello di Montalcino La Casa,2011,brunello,76.99,94,94.23456,-0.23456
Antinori Pian Delle Vigne Brunello Di Montalcino,2012,brunello,74.99,94,94.24112,-0.24112
Vitanza Tradizione Brunello di Montalcino,2008,brunello,58.99,90,94.07325,-4.07325
Poggio di Sotto Brunello di Montalcino Riserva,2010,brunello,559.99,98,97.06664,0.93336
Camigliano Brunello di Montalcino,2012,brunello,44.99,92,94.06407,-2.06407
Collosorbo Brunello di Montalcino,2012,brunello,39.99,95,94.03456,0.96544
Fuligni Brunello di Montalcino dei Cottimelli,2006,brunello,129.99,96,94.45554,1.54446
Voliero Brunello di Montalcino,2012,brunello,57.99,91,94.14079,-3.14079
Piancornello Brunello di Montalcino,2011,brunello,49.99,93,94.07523,-1.07523
Molino di Sant'Antimo Brunello di Montalcino VARCO 84,2012,brunello,48.99,92,94.08768,-2.08768
De Martino Las Cruces Malbec,2013,malbec,44.99,95,91.77847,3.22153
De Martino Limavida Malbec,2011,malbec,38.99,92,91.70634,0.29366
Bodega Noemia de Patagonia Rio Negro Valley Malbec,2014,malbec,99.99,95,92.12143,2.87857
Bodega Monteviejo Lindaflor La Violeta,2009,malbec,110.99,94,92.09454,1.90546
Col d'Orcia Brunello di Montalcino,2012,brunello,52.99,93,94.11128,-1.11128
Bodega Cuarto Dominio Malbec,2014,malbec,55.99,95,91.86176,3.13824
Bodega Aniello 006 Malbec,2015,malbec,15.99,91,91.64406,-0.64406
Bodegas San Huberto La Rioja Malbec,2015,malbec,8.99,90,91.60274,-1.60274
Cuvelier Los Andes Malbec,2015,malbec,17.99,92,91.65585,0.34415
Altos las Hormigas Gualtallary Malbec,2014,malbec,39.99,92,91.76733,0.23267
Bodini Malbec,2016,malbec,12.99,90,91.64471,-1.64471
Mendel Malbec,2015,malbec,26.99,93,91.70897,1.29103
Altos las Hormigas Uco Valley Terroir Malbec,2015,malbec,18.99,89,91.66176,-2.66176
Camigliano Gualto Brunello di Montalcino Riserva,2011,brunello,89.99,92,94.31128,-2.31128
Fossacolle Brunello di Montalcino,2012,brunello,69.99,92,94.21161,-2.21161
Fanti Vallocchio Brunello di Montalcino,2010,brunello,64.99,94,94.14539,-0.14539
CARO Aruma Malbec,2016,malbec,14.99,91,91.65652,-0.65652
Kaiken Mai Malbec,2013,malbec,79.99,97,91.98503,5.01497
Vina Cobos Felino Malbec,2016,malbec,19.99,92,91.68602,0.31398
Zuccardi Finca Canal Uco,2012,malbec,119.99,95,92.20273,2.79727
Catena Zapata Adrianna Vineyard Fortuna Terrae Malbec,2013,malbec,138.99,96,92.33322,3.66678
Finca Sophenia  E.S. Vino Malbec,2014,malbec,9.99,92,91.59029,0.40971
Trapiche Oak Cask Malbec,2016,malbec,10.99,90,91.63290,-1.63290
Achaval-Ferrer Mendoza Malbec,2016,malbec,17.98,91,91.67416,-0.67416
Vina Cobos Bramare Lujan de Cuyo Malbec,2014,malbec,37.99,96,91.75552,4.24448
Tenute Silvio Nardi Brunello di Montalcino,2012,brunello,57.99,93,94.14079,-1.14079
Alamos Malbec,2016,malbec,9.99,91,91.62701,-0.62701
Donatella Cinelli Colombini Brunello di Montalcino,2012,brunello,69.99,92,94.21161,-2.21161
Zuccardi Aluvional Altamira Malbec,2012,malbec,84.99,96,91.99617,4.00383
Caparzo Brunello di Montalcino La Casa,2012,brunello,74.99,94,94.24112,-0.24112
Catena Alta Malbec,2014,malbec,45.99,95,91.80273,3.19727
Poggio Antico Brunello di Montalcino,2012,brunello,66.99,95,94.19391,0.80609
Finca Decero Remolinos Vineyard Malbec,2015,malbec,17.98,90,91.65579,-1.65579
La Fortuna Brunello di Montalcino Riserva,2010,brunello,71.99,97,94.18669,2.81331
Palazzo Brunello di Montalcino,2010,brunello,56.99,98,94.09817,3.90183
Fattoria La Lecciaia Brunello di Montalcino,2012,brunello,41.99,92,94.04636,-2.04636
Azienda Vitivinicola Terre Nere Brunello di Montalcino Campigli Vallone,2010,brunello,71.99,95,94.18669,0.81331
Fattoria La Lecciaia Brunello di Montalcino,2009,brunello,49.99,90,94.03850,-4.03850
La Poderina Brunello di Montalcino Poggio Abate Riserva,2012,brunello,89.99,92,94.32964,-2.32964
Graffito Malbec,2015,malbec,19.99,92,91.66766,0.33234
Donna Olga Brunello di Montalcino,2004,brunello,41.99,90,93.89948,-3.89948
La Colombina Brunello di Montalcino,2013,brunello,44.99,91,94.08243,-3.08243
Manos Negras Stone Soil Select Malbec,2014,malbec,20.99,93,91.65520,1.34480
Fuligni Brunello di Montalcino,2012,brunello,84.99,95,94.30013,0.69987
El Enemigo Malbec,2014,malbec,24.99,90,91.67880,-1.67880
Argento Reserva Malbec,2014,malbec,18.99,92,91.64340,0.35660
Dona Paula Malbec Seleccion de Bodega,2014,malbec,37.99,92,91.75552,0.24448
Luca Old Vine Malbec,2015,malbec,29.99,93,91.72667,1.27333
Pulenta Gran Malbec X,2013,malbec,44.99,97,91.77847,5.22153
Vina Cobos Bramare Rebon Vineyard Malbec,2014,malbec,89.99,94,92.06241,1.93759
Vina Cobos Bramare Marchiori Vineyard Malbec,2014,malbec,94.99,94,92.09192,1.90808
Zuccardi Aluvional Altamira Malbec,2013,malbec,79.99,94,91.98503,2.01497
Zuccardi Finca Piedra Infinita Altamira,2013,malbec,109.99,96,92.16208,3.83792
Bodegas Renacer Punto Final Malbec Reserva,2015,malbec,19.99,90,91.66766,-1.66766
Ernesto Catena Selections Tahuan Malbec,2015,malbec,15.99,90,91.64406,-1.64406
Verum Malbec,2014,malbec,17.99,92,91.63750,0.36250
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2011,brunello,94.99,93,94.34079,-1.34079
Famiglia Bianchi Malbec,2014,malbec,18.99,91,91.64340,-0.64340
Alta Vista Premium Malbec,2015,malbec,20.99,89,91.67356,-2.67356
Catena Malbec,2015,malbec,18.99,92,91.66176,0.33824
Caparzo Brunello di Montalcino Riserva,2011,brunello,84.99,92,94.28177,-2.28177
Dona Paula Estate Malbec,2016,malbec,12.99,92,91.64471,0.35529
La Gerla Brunello di Montalcino,2012,brunello,54.99,91,94.12309,-3.12309
Capanna Brunello di Montalcino,2012,brunello,53.99,94,94.11719,-0.11719
Trivento Golden Reserve Malbec,2015,malbec,21.99,94,91.67946,2.32054
Tomero Malbec Gran Reserva,2015,malbec,74.99,92,91.99225,0.00775
Mocali Brunello di Montalcino Vigna delle Raunate Riserva,2012,brunello,43.99,95,94.05817,0.94183
Eighty Four Malbec,2013,malbec,49.99,91,91.80798,-0.80798
Altos las Hormigas Appellation Paraje Altamira Malbec,2015,malbec,42.99,93,91.80339,1.19661
Mocali Brunello di Montalcino Riserva,2011,brunello,69.99,93,94.19325,-1.19325
Antinori Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva,2010,brunello,145.00,98,94.61756,3.38244
Concha y Toro Gran Reserva Serie Riberas Malbec,2015,malbec,15.99,92,91.64406,0.35594
Mastrojanni Brunello di Montalcino,2012,brunello,66.99,94,94.19391,-0.19391
Mastrojanni Brunello di Montalcino Vigna Schiena d'Asino,2010,brunello,159.99,94,94.70602,-0.70602
Montes Alpha Series Malbec,2014,malbec,21.99,92,91.66110,0.33890
